	PFAM	variable	value
1931	Not In PFAM	WN_ef	0.3143939393939394
1932	Not In PFAM	WN_ef	0.4811373873873874
1933	Not In PFAM	WN_ef	0.2448165869218501
1934	Not In PFAM	WN_ef	0.7722772277227723
1935	Not In PFAM	WN_ef	0.16989247311827954
1936	Not In PFAM	WN_ef	0.2290836653386454
1937	Not In PFAM	WN_ef	0.12863070539419086
1938	In PFAM	WN_ef	0.2792452830188679
1939	Not In PFAM	WN_ef	0.25721153846153844
1940	Not In PFAM	WN_ef	0.20307692307692307
1941	Not In PFAM	WN_ef	0.37377690802348335
1942	Not In PFAM	WN_ef	0.23832923832923836
1943	Not In PFAM	WN_ef	0.5411764705882353
1944	Not In PFAM	WN_ef	0.3928571428571429
1945	Not In PFAM	WN_ef	0.4258241758241758
1946	Not In PFAM	WN_ef	0.2534340659340659
1947	Not In PFAM	WN_ef	0.18810679611650485
1948	Not In PFAM	WN_ef	0.5934458543796969
1949	Not In PFAM	WN_ef	0.394040843655842
1950	Not In PFAM	WN_ef	0.26545454545454544
1951	Not In PFAM	WN_ef	0.4805825242718447
1952	In PFAM	WN_ef	0.21926713947990545
1953	In PFAM	WN_ef	0.1859883236030025
1954	Not In PFAM	WN_ef	0.28422876949740034
1955	Not In PFAM	WN_ef	0.15323294951284322
1956	Not In PFAM	WN_ef	0.4659498207885305
1957	Not In PFAM	WN_ef	0.6618876941457587
1958	Not In PFAM	WN_ef	0.2315210751374465
1959	Not In PFAM	WN_ef	0.20384615384615384
1960	Not In PFAM	WN_ef	0.19487908961593173
1961	In PFAM	WN_ef	0.16974169741697415
1962	Not In PFAM	WN_ef	0.17368540860459822
1963	Not In PFAM	WN_ef	0.12111801242236025
1964	Not In PFAM	WN_ef	0.7360917941585535
1965	Not In PFAM	WN_ef	0.5737179487179487
1966	Not In PFAM	WN_ef	0.3333333333333333
1967	Not In PFAM	WN_ef	0.30368098159509205
1968	In PFAM	WN_ef	0.8445103857566766
1969	Not In PFAM	WN_ef	0.4407781804310509
1970	In PFAM	WN_ef	0.6211594605866815
1971	In PFAM	WN_ef	0.13793103448275862
1972	In PFAM	WN_ef	0.4144486692015209
1973	In PFAM	WN_ef	0.4906890130353818
1974	Not In PFAM	WN_ef	0.21272727272727274
1975	Not In PFAM	WN_ef	0.4850746268656717
1976	Not In PFAM	WN_ef	0.3863216266173752
1977	Not In PFAM	WN_ef	0.6515426497277677
1978	In PFAM	WN_ef	0.3333333333333333
1979	Not In PFAM	WN_ef	0.2761092150170649
1980	Not In PFAM	WN_ef	0.24314737181554336
1981	Not In PFAM	WN_ef	0.22760800842992626
1982	Not In PFAM	WN_ef	0.21233689205219453
1983	Not In PFAM	WN_ef	0.2554257095158597
1984	Not In PFAM	WN_ef	0.1111111111111111
1985	Not In PFAM	WN_ef	0.6064638783269962
1986	Not In PFAM	WN_ef	0.16695352839931152
1987	In PFAM	WN_ef	0.3530434782608696
1988	In PFAM	WN_ef	0.4355263157894737
1989	Not In PFAM	WN_ef	0.32857142857142857
1990	Not In PFAM	WN_ef	0.6
1991	Not In PFAM	WN_ef	0.5690954773869347
1992	In PFAM	WN_ef	0.21021021021021025
1993	In PFAM	WN_ef	0.27800829875518673
1994	In PFAM	WN_ef	0.22004608294930875
1995	Not In PFAM	WN_ef	0.22214285714285714
1996	Not In PFAM	WN_ef	0.11923509561304838
1997	Not In PFAM	WN_ef	0.2258064516129032
1998	Not In PFAM	WN_ef	0.3892773892773893
1999	Not In PFAM	WN_ef	0.2786885245901639
2000	In PFAM	WN_ef	0.7145242070116862
2001	Not In PFAM	WN_ef	0.19850187265917604
2002	In PFAM	WN_ef	0.4857142857142857
2003	Not In PFAM	WN_ef	0.41002949852507375
2004	Not In PFAM	WN_ef	0.23443708609271524
2005	Not In PFAM	WN_ef	0.22822993739328398
2006	Not In PFAM	WN_ef	0.20576131687242802
2007	Not In PFAM	WN_ef	0.4470018170805573
2008	Not In PFAM	WN_ef	0.7566324725857799
2009	Not In PFAM	WN_ef	0.1671794871794872
2010	Not In PFAM	WN_ef	0.1935007385524372
2011	Not In PFAM	WN_ef	0.5594781273983116
2012	Not In PFAM	WN_ef	0.3033605812897366
2013	Not In PFAM	WN_ef	0.5466970387243736
2014	Not In PFAM	WN_ef	0.1337025316455696
2015	Not In PFAM	WN_ef	0.16335540838852095
2016	Not In PFAM	WN_ef	0.3085460599334073
2017	Not In PFAM	WN_ef	0.19712070874861573
2018	Not In PFAM	WN_ef	0.5082417582417582
2019	In PFAM	WN_ef	0.2502744237102086
2020	Not In PFAM	WN_ef	0.2881679389312977
2021	Not In PFAM	WN_ef	0.14308681672025725
2022	Not In PFAM	WN_ef	0.100119189511323
2023	Not In PFAM	WN_ef	0.16056338028169015
2024	Not In PFAM	WN_ef	0.12971078001752848
2025	In PFAM	WN_ef	0.09885447602885024
2026	Not In PFAM	WN_ef	0.3827993254637437
2027	In PFAM	WN_ef	0.17068011714936546
2028	In PFAM	WN_ef	0.4871591629676601
2029	Not In PFAM	WN_ef	0.1358313817330211
2030	Not In PFAM	WN_ef	0.26881720430107525
2031	Not In PFAM	WN_ef	0.18566775244299674
2032	In PFAM	WN_ef	0.7457420924574208
2033	Not In PFAM	WN_ef	0.516872427983539
2034	Not In PFAM	WN_ef	0.3794531897265949
2035	Not In PFAM	WN_ef	0.6429341963322546
2036	Not In PFAM	WN_ef	0.2893347412882788
2037	Not In PFAM	WN_ef	0.2165087956698241
2038	Not In PFAM	WN_ef	0.16715542521994134
2039	Not In PFAM	WN_ef	0.22407407407407406
2040	Not In PFAM	WN_ef	0.09696969696969696
2041	Not In PFAM	WN_ef	0.12264763140817653
2042	In PFAM	WN_ef	0.3916990920881971
2043	In PFAM	WN_ef	0.21114130434782608
2044	In PFAM	WN_ef	0.22330654420206655
2045	Not In PFAM	WN_ef	0.1297709923664122
2046	Not In PFAM	WN_ef	0.16821663019693656
2047	In PFAM	WN_ef	0.2565789473684211
2048	Not In PFAM	WN_ef	0.5069124423963134
2049	Not In PFAM	WN_ef	0.4642201834862386
2050	In PFAM	WN_ef	0.7082767978290366
2051	In PFAM	WN_ef	0.6651473221552987
2052	In PFAM	WN_ef	0.6015083571137383
2053	Not In PFAM	WN_ef	0.1979746835443038
2054	Not In PFAM	WN_ef	0.21083788706739529
2055	Not In PFAM	WN_ef	0.3851590106007067
2056	Not In PFAM	WN_ef	0.2923832923832924
2057	Not In PFAM	WN_ef	0.4203084832904884
2058	In PFAM	WN_ef	0.14042553191489365
2059	In PFAM	WN_ef	0.44790652385589097
2060	Not In PFAM	WN_ef	0.1814404432132964
2061	Not In PFAM	WN_ef	0.17479674796747968
2062	Not In PFAM	WN_ef	0.6866791744840526
2063	Not In PFAM	WN_ef	0.1751497005988024
2064	Not In PFAM	WN_ef	0.17233009708737865
2065	Not In PFAM	WN_ef	0.18248175182481752
2066	Not In PFAM	WN_ef	0.12065439672801635
2067	Not In PFAM	WN_ef	0.10647181628392484
2068	Not In PFAM	WN_ef	0.6618357487922706
2069	Not In PFAM	WN_ef	0.6496940990724295
2070	In PFAM	WN_ef	0.24886128364389234
2071	Not In PFAM	WN_ef	0.3079173166926677
2072	In PFAM	WN_ef	0.1916076845298281
2073	Not In PFAM	WN_ef	0.16917356768632752
2074	In PFAM	WN_ef	0.4555422647527911
2075	Not In PFAM	WN_ef	0.377929890064302
2076	Not In PFAM	WN_ef	0.373134328358209
2077	In PFAM	WN_ef	0.5915032679738562
2078	Not In PFAM	WN_ef	0.7372201098436841
2079	Not In PFAM	WN_ef	0.125
2080	Not In PFAM	WN_ef	0.15428571428571428
2081	In PFAM	WN_ef	0.17292746113989638
2082	In PFAM	WN_ef	0.12852969814995133
2083	In PFAM	WN_ef	0.6317157712305026
2084	In PFAM	WN_ef	0.20057581573896352
2085	Not In PFAM	WN_ef	0.2912405513561583
2086	Not In PFAM	WN_ef	0.5423242467718795
2087	In PFAM	WN_ef	0.2438340807174888
2088	In PFAM	WN_ef	0.4731098986749805
2089	In PFAM	WN_ef	0.19446579554189086
2090	Not In PFAM	WN_ef	0.4915966386554622
2091	Not In PFAM	WN_ef	0.24444444444444444
2092	Not In PFAM	WN_ef	0.1820388349514563
2093	In PFAM	WN_ef	0.3174263616916241
2094	Not In PFAM	WN_ef	0.5220700152207002
2095	Not In PFAM	WN_ef	0.4572072072072072
2096	Not In PFAM	WN_ef	0.5551537070524413
2097	Not In PFAM	WN_ef	0.18028534370946825
2098	Not In PFAM	WN_ef	0.16853932584269662
2099	Not In PFAM	WN_ef	0.11484593837535012
2100	Not In PFAM	WN_ef	0.3071741327046144
2101	Not In PFAM	WN_ef	0.1878907535373478
2102	Not In PFAM	WN_ef	0.4746559248069822
2103	Not In PFAM	WN_ef	0.2968920392584515
2104	Not In PFAM	WN_ef	0.7915291529152916
2105	In PFAM	WN_ef	0.2211354961832061
2106	In PFAM	WN_ef	0.16449660737208874
2107	In PFAM	WN_ef	0.21285496957403646
2108	In PFAM	WN_ef	0.6874651810584959
2109	In PFAM	WN_ef	0.4077631052420969
2110	Not In PFAM	WN_ef	0.5477574750830565
2111	Not In PFAM	WN_ef	0.13308223477715006
2112	Not In PFAM	WN_ef	0.9169942546114302
2113	Not In PFAM	WN_ef	0.376078914919852
2114	Not In PFAM	WN_ef	0.3533834586466165
2115	Not In PFAM	WN_ef	0.5748691099476441
2116	Not In PFAM	WN_ef	0.5631443298969072
2117	In PFAM	WN_ef	0.5833333333333334
2118	Not In PFAM	WN_ef	0.13333333333333333
2119	Not In PFAM	WN_ef	0.3393939393939394
2120	In PFAM	WN_ef	0.11518324607329845
2121	In PFAM	WN_ef	0.28313253012048195
2122	In PFAM	WN_ef	0.3164556962025317
2123	In PFAM	WN_ef	0.2138728323699422
2124	In PFAM	WN_ef	0.20930232558139536
2125	Not In PFAM	WN_ef	0.2916666666666667
2126	Not In PFAM	WN_ef	0.4845201238390093
2127	In PFAM	WN_ef	0.592948717948718
2128	In PFAM	WN_ef	0.2374429223744292
2129	Not In PFAM	WN_ef	0.5900900900900901
2130	In PFAM	WN_ef	0.19246861924686195
2131	In PFAM	WN_ef	0.1986644407345576
2132	Not In PFAM	WN_ef	0.11305732484076432
2133	Not In PFAM	WN_ef	0.5208333333333334
2134	In PFAM	WN_ef	0.3004385964912281
2135	Not In PFAM	WN_ef	0.5139664804469274
2136	In PFAM	WN_ef	0.2484662576687117
2137	Not In PFAM	WN_ef	0.8669201520912547
2138	In PFAM	WN_ef	0.18618421052631576
2139	In PFAM	WN_ef	0.313179347826087
2140	In PFAM	WN_ef	0.7012195121951219
2141	In PFAM	WN_ef	0.6929460580912863
2142	In PFAM	WN_ef	0.28736964078794897
2143	Not In PFAM	WN_ef	0.15897435897435894
2144	In PFAM	WN_ef	0.16449086161879894
2145	In PFAM	WN_ef	0.6817010309278351
2146	In PFAM	WN_ef	0.2857142857142857
2147	Not In PFAM	WN_ef	0.3098360655737705
2148	Not In PFAM	WN_ef	0.27794561933534745
2149	Not In PFAM	WN_ef	0.3895424836601307
2150	In PFAM	WN_ef	0.12834224598930485
2151	Not In PFAM	WN_ef	0.263681592039801
2152	Not In PFAM	WN_ef	0.2885572139303483
2153	Not In PFAM	WN_ef	0.4480385409497592
2154	Not In PFAM	WN_ef	0.7620904836193447
2155	In PFAM	WN_ef	0.5594059405940595
2156	Not In PFAM	WN_ef	0.3001988071570577
2157	In PFAM	WN_ef	0.6899832120872972
2158	Not In PFAM	WN_ef	0.17770767613038907
2159	Not In PFAM	WN_ef	0.10911136107986502
2160	In PFAM	WN_ef	0.2672456575682382
2161	In PFAM	WN_ef	0.4009642426677381
2162	In PFAM	WN_ef	0.3980967486122125
2163	In PFAM	WN_ef	0.575139146567718
2164	Not In PFAM	WN_ef	0.5338809034907598
2165	Not In PFAM	WN_ef	0.10700538876058506
2166	In PFAM	WN_ef	0.19804808378957392
2167	In PFAM	WN_ef	0.14460784313725492
2168	In PFAM	WN_ef	0.6449382716049382
2169	Not In PFAM	WN_ef	0.4661087866108787
2170	Not In PFAM	WN_ef	0.282560706401766
2171	In PFAM	WN_ef	0.11627906976744184
2172	Not In PFAM	WN_ef	0.5785472972972973
2173	Not In PFAM	WN_ef	0.19233550253073028
2174	Not In PFAM	WN_ef	0.2050314465408805
2175	Not In PFAM	WN_ef	0.16161616161616166
2176	Not In PFAM	WN_ef	0.17671517671517672
2177	Not In PFAM	WN_ef	0.6296296296296297
2178	Not In PFAM	WN_ef	0.484599589322382
2179	Not In PFAM	WN_ef	0.22608695652173916
2180	Not In PFAM	WN_ef	0.6223479490806223
2181	In PFAM	WN_ef	0.4198966408268734
2182	In PFAM	WN_ef	0.3380084151472651
2183	In PFAM	WN_ef	0.7448144104803494
2184	Not In PFAM	WN_ef	0.17653715579026782
2185	In PFAM	WN_ef	0.24776386404293385
2186	In PFAM	WN_ef	0.37220259128386335
2187	Not In PFAM	WN_ef	0.1254681647940075
2188	Not In PFAM	WN_ef	0.4748062015503876
2189	Not In PFAM	WN_ef	0.2487852283770651
2190	Not In PFAM	WN_ef	0.7552966101694916
2191	Not In PFAM	WN_ef	0.24968789013732834
2192	Not In PFAM	WN_ef	0.425531914893617
2193	Not In PFAM	WN_ef	0.09223300970873786
2194	Not In PFAM	WN_ef	0.12023809523809526
2195	Not In PFAM	WN_ef	0.2962962962962963
2196	Not In PFAM	WN_ef	0.21328344246959774
2197	Not In PFAM	WN_ef	0.4439295644114921
2198	Not In PFAM	WN_ef	0.3126934984520124
2199	In PFAM	WN_ef	0.14309076042518398
2200	Not In PFAM	WN_ef	0.26385542168674697
2201	In PFAM	WN_ef	0.1971286581998896
2202	In PFAM	WN_ef	0.3093681917211329
2203	Not In PFAM	WN_ef	0.16583416583416585
2204	Not In PFAM	WN_ef	0.22851153039832284
2205	Not In PFAM	WN_ef	0.13727959697732994
2206	Not In PFAM	WN_ef	0.37093839355341823
2207	In PFAM	WN_ef	0.18446601941747573
2208	Not In PFAM	WN_ef	0.35268505079825835
2209	Not In PFAM	WN_ef	0.12829736211031176
2210	In PFAM	WN_ef	0.10597519729425027
2211	Not In PFAM	WN_ef	0.2196029776674938
2212	Not In PFAM	WN_ef	0.27473668595163925
2213	Not In PFAM	WN_ef	0.22218769422001244
2214	In PFAM	WN_ef	0.22074346030289124
2215	Not In PFAM	WN_ef	0.3649214659685864
2216	In PFAM	WN_ef	0.6016606822262118
2217	In PFAM	WN_ef	0.287729010148939
2218	Not In PFAM	WN_ef	0.4406196213425129
2219	Not In PFAM	WN_ef	0.15140845070422534
2220	Not In PFAM	WN_ef	0.15421686746987953
2221	In PFAM	WN_ef	0.18826170622193714
2222	Not In PFAM	WN_ef	0.31166150670794635
2223	Not In PFAM	WN_ef	0.19839679358717435
2224	Not In PFAM	WN_ef	0.2172701949860724
2225	Not In PFAM	WN_ef	0.36666666666666653
2226	In PFAM	WN_ef	0.1345707656612529
2227	Not In PFAM	WN_ef	0.6768558951965066
2228	Not In PFAM	WN_ef	0.16336633663366334
2229	Not In PFAM	WN_ef	0.2303030303030303
2230	Not In PFAM	WN_ef	0.7510204081632653
2231	Not In PFAM	WN_ef	0.14182344428364688
2232	Not In PFAM	WN_ef	0.14695340501792115
2233	Not In PFAM	WN_ef	0.12534059945504086
2234	Not In PFAM	WN_ef	0.32589285714285715
2235	In PFAM	WN_ef	0.7533659730722154
2236	In PFAM	WN_ef	0.7150140198827428
2237	Not In PFAM	WN_ef	0.6974835886214442
2238	Not In PFAM	WN_ef	0.5339673913043478
2239	Not In PFAM	WN_ef	0.7827868852459017
2240	Not In PFAM	WN_ef	0.08019375672766416
2241	In PFAM	WN_ef	0.174
2242	In PFAM	WN_ef	0.16052631578947368
2243	In PFAM	WN_ef	0.4174067495559503
2244	In PFAM	WN_ef	0.0872210953346856
2245	Not In PFAM	WN_ef	0.45854657113613106
2246	Not In PFAM	WN_ef	0.5797720797720798
2247	Not In PFAM	WN_ef	0.19501466275659826
2248	Not In PFAM	WN_ef	0.12620192307692307
2249	Not In PFAM	WN_ef	0.1400862068965517
2250	Not In PFAM	WN_ef	0.6846929422548121
2251	Not In PFAM	WN_ef	0.15119916579770595
2252	Not In PFAM	WN_ef	0.2768361581920904
2253	Not In PFAM	WN_ef	0.119906868451688
2254	Not In PFAM	WN_ef	0.17861339600470036
2255	Not In PFAM	WN_ef	0.2677012609117362
2256	In PFAM	WN_ef	0.17551020408163265
2257	Not In PFAM	WN_ef	0.29285165257494233
2258	Not In PFAM	WN_ef	0.25174216027874563
2259	Not In PFAM	WN_ef	0.09412780656303972
2260	Not In PFAM	WN_ef	0.2341880341880342
2261	Not In PFAM	WN_ef	0.5926380368098161
2262	Not In PFAM	WN_ef	0.18484288354898334
2263	In PFAM	WN_ef	0.2131782945736434
2264	Not In PFAM	WN_ef	0.2203548085901027
2265	Not In PFAM	WN_ef	0.7429031608616872
2266	Not In PFAM	WN_ef	0.4127446223516093
2267	Not In PFAM	WN_ef	0.20710154241645248
2268	In PFAM	WN_ef	0.4332281808622503
2269	In PFAM	WN_ef	0.3024193548387097
2270	Not In PFAM	WN_ef	0.372093023255814
2271	Not In PFAM	WN_ef	0.26011560693641617
2272	Not In PFAM	WN_ef	0.1693548387096774
2273	Not In PFAM	WN_ef	0.23376623376623376
2274	In PFAM	WN_ef	0.21937321937321935
2275	In PFAM	WN_ef	0.6
2276	Not In PFAM	WN_ef	0.20300751879699247
2277	Not In PFAM	WN_ef	0.3857868020304568
2278	Not In PFAM	WN_ef	0.6616541353383458
2279	Not In PFAM	WN_ef	0.3395833333333333
2280	In PFAM	WN_ef	0.3431085043988269
2281	In PFAM	WN_ef	0.3888888888888889
2282	In PFAM	WN_ef	0.31271091113610805
2283	In PFAM	WN_ef	0.2592019795855243
2284	In PFAM	WN_ef	0.8321942022154136
2285	Not In PFAM	WN_ef	0.3110944527736132
2286	In PFAM	WN_ef	0.606425702811245
2287	Not In PFAM	WN_ef	0.5469512195121952
2288	In PFAM	WN_ef	0.8060836501901141
2289	Not In PFAM	WN_ef	0.2190132370637786
2290	Not In PFAM	WN_ef	0.35842293906810035
2291	In PFAM	WN_ef	0.33528265107212474
2292	In PFAM	WN_ef	0.3414337788578372
2293	Not In PFAM	WN_ef	0.3426395939086294
2294	Not In PFAM	WN_ef	0.5245283018867924
2295	Not In PFAM	WN_ef	0.19575699132111865
2296	Not In PFAM	WN_ef	0.4431314623338257
2297	In PFAM	WN_ef	0.4233226837060703
2298	In PFAM	WN_ef	0.7400756143667296
2299	In PFAM	WN_ef	0.5692923898531376
2300	In PFAM	WN_ef	0.40162112694469865
2301	In PFAM	WN_ef	0.6269881990764494
2302	Not In PFAM	WN_ef	0.24242424242424246
2303	In PFAM	WN_ef	0.17715617715617715
2304	In PFAM	WN_ef	0.4476987447698745
2305	Not In PFAM	WN_ef	0.4118343195266273
2306	Not In PFAM	WN_ef	0.771780303030303
2307	Not In PFAM	WN_ef	0.3914590747330961
2308	Not In PFAM	WN_ef	0.2320627802690583
2309	Not In PFAM	WN_ef	0.5371814872594903
2310	Not In PFAM	WN_ef	0.7580346106304079
2311	Not In PFAM	WN_ef	0.18979907264296755
2312	In PFAM	WN_ef	0.2006472491909385
2313	In PFAM	WN_ef	0.16334072431633406
2314	In PFAM	WN_ef	0.4419429662982672
2315	In PFAM	WN_ef	0.6465348029593839
2316	In PFAM	WN_ef	0.5208085612366231
2317	Not In PFAM	WN_ef	0.810139603232917
2318	In PFAM	WN_ef	0.3666255651459104
2319	In PFAM	WN_ef	0.3902053712480253
2320	Not In PFAM	WN_ef	0.10723192019950124
2321	Not In PFAM	WN_ef	0.3492268041237113
2322	In PFAM	WN_ef	0.13279132791327913
2323	In PFAM	WN_ef	0.3156108597285068
2324	In PFAM	WN_ef	0.4076655052264808
2325	In PFAM	WN_ef	0.5829741379310345
2326	Not In PFAM	WN_ef	0.2366288492706645
2327	Not In PFAM	WN_ef	0.2892347600518807
2328	In PFAM	WN_ef	0.15021459227467812
2329	In PFAM	WN_ef	0.3119015047879617
2330	Not In PFAM	WN_ef	0.3294314381270903
2331	Not In PFAM	WN_ef	0.6273932253313697
2332	Not In PFAM	WN_ef	0.7414475215266465
2333	In PFAM	WN_ef	0.6216949152542373
2334	Not In PFAM	WN_ef	0.4931531860507577
2335	Not In PFAM	WN_ef	0.4359645297281582
2336	In PFAM	WN_ef	0.16129032258064516
2337	In PFAM	WN_ef	0.08080808080808081
2338	In PFAM	WN_ef	0.1819148936170213
2339	Not In PFAM	WN_ef	0.4316972205795387
2340	In PFAM	WN_ef	0.4556533513879486
2341	In PFAM	WN_ef	0.08599088838268792
2342	In PFAM	WN_ef	0.07019867549668875
2343	In PFAM	WN_ef	0.2895263509006004
2344	In PFAM	WN_ef	0.15520628683693516
2345	In PFAM	WN_ef	0.335042735042735
2346	Not In PFAM	WN_ef	0.3409703504043127
2347	In PFAM	WN_ef	0.3485461906514538
2348	In PFAM	WN_ef	0.2801232665639445
2349	In PFAM	WN_ef	0.2444581280788177
2350	In PFAM	WN_ef	0.3019457956914524
2351	In PFAM	WN_ef	0.12648524338827136
2352	In PFAM	WN_ef	0.28514056224899603
2353	Not In PFAM	WN_ef	0.25165319617927995
2354	Not In PFAM	WN_ef	0.2260536398467433
2355	Not In PFAM	WN_ef	0.4663865546218488
2356	Not In PFAM	WN_ef	0.2954545454545455
2357	In PFAM	WN_ef	0.19322709163346613
2358	In PFAM	WN_ef	0.4800804828973843
2359	Not In PFAM	WN_ef	0.128604118993135
2360	Not In PFAM	WN_ef	0.9033099624979618
2361	In PFAM	WN_ef	0.3533026113671275
2362	Not In PFAM	WN_ef	0.29852996607614024
2363	In PFAM	WN_ef	0.4783188792528352
2364	In PFAM	WN_ef	0.6259168704156479
2365	Not In PFAM	WN_ef	0.2585895117540687
2366	In PFAM	WN_ef	0.2277850278799383
2367	In PFAM	WN_ef	0.4824561403508772
2368	In PFAM	WN_ef	0.18972332015810275
2369	In PFAM	WN_ef	0.3821138211382114
2370	In PFAM	WN_ef	0.18972895863052786
2371	In PFAM	WN_ef	0.3785807291666667
2372	In PFAM	WN_ef	0.43337195828505215
2373	Not In PFAM	WN_ef	0.8884084084084084
2374	In PFAM	WN_ef	0.3533484541005133
2375	Not In PFAM	WN_ef	0.4248210023866349
2376	Not In PFAM	WN_ef	0.4067055393586006
2377	Not In PFAM	WN_ef	0.19086021505376344
2378	Not In PFAM	WN_ef	0.09176029962546817
2379	Not In PFAM	WN_ef	0.21428571428571427
2380	Not In PFAM	WN_ef	0.15140845070422534
2381	Not In PFAM	WN_ef	0.22929936305732485
2382	Not In PFAM	WN_ef	0.198813056379822
2383	Not In PFAM	WN_ef	0.16804979253112035
2384	In PFAM	WN_ef	0.1489637305699482
2385	In PFAM	WN_ef	0.0992248062015504
2386	In PFAM	WN_ef	0.3189326556543837
2387	Not In PFAM	WN_ef	0.1469440832249675
2388	Not In PFAM	WN_ef	0.14970930232558138
2389	Not In PFAM	WN_ef	0.11403508771929825
2390	Not In PFAM	WN_ef	0.09613572101790764
2391	Not In PFAM	WN_ef	0.0980573543015726
2392	Not In PFAM	WN_ef	0.3199445983379501
2393	Not In PFAM	WN_ef	0.5958041958041959
2394	Not In PFAM	WN_ef	0.6890756302521008
2395	Not In PFAM	WN_ef	0.6226076555023924
2396	Not In PFAM	WN_ef	0.23432552248258395
2397	In PFAM	WN_ef	0.2455654101995565
2398	In PFAM	WN_ef	0.20349154391707586
2399	Not In PFAM	WN_ef	0.10558069381598792
2400	Not In PFAM	WN_ef	0.3245227606461087
2401	Not In PFAM	WN_ef	0.11140583554376657
2402	Not In PFAM	WN_ef	0.14400000000000002
2403	Not In PFAM	WN_ef	0.4168377823408624
2404	Not In PFAM	WN_ef	0.19400855920114124
2405	Not In PFAM	WN_ef	0.2329113924050633
2406	In PFAM	WN_ef	0.33839611178614826
2407	In PFAM	WN_ef	0.41774193548387095
2408	In PFAM	WN_ef	0.2520365341890891
2409	Not In PFAM	WN_ef	0.3183159023866988
2410	Not In PFAM	WN_ef	0.35316529894490034
2411	In PFAM	WN_ef	0.3282085561497326
2412	Not In PFAM	WN_ef	0.1381294964028777
2413	In PFAM	WN_ef	0.5079059829059829
2414	In PFAM	WN_ef	0.3123526210774533
2415	In PFAM	WN_ef	0.3989304812834225
2416	In PFAM	WN_ef	0.7572706935123042
2417	In PFAM	WN_ef	0.21017699115044247
2418	Not In PFAM	WN_ef	0.2236024844720497
2419	In PFAM	WN_ef	0.3054448871181939
2420	In PFAM	WN_ef	0.39003645200486026
2421	In PFAM	WN_ef	0.5563598759048604
2422	In PFAM	WN_ef	0.16443594646271512
2423	In PFAM	WN_ef	0.4616709732988803
2424	Not In PFAM	WN_ef	0.6697736351531292
2425	Not In PFAM	WN_ef	0.6090534979423868
2426	In PFAM	WN_ef	0.28214731585518105
2427	Not In PFAM	WN_ef	0.4911804613297151
2428	In PFAM	WN_ef	0.17313915857605178
2429	In PFAM	WN_ef	0.4635258358662614
2430	In PFAM	WN_ef	0.2731707317073171
2431	Not In PFAM	WN_ef	0.35665914221218964
2432	Not In PFAM	WN_ef	0.18872549019607845
2433	Not In PFAM	WN_ef	0.3656716417910448
2434	Not In PFAM	WN_ef	0.7120000000000001
2435	Not In PFAM	WN_ef	0.2640117994100295
2436	In PFAM	WN_ef	0.2510593220338983
2437	Not In PFAM	WN_ef	0.8432888264230499
2438	Not In PFAM	WN_ef	0.6033613445378151
2439	Not In PFAM	WN_ef	0.19747416762342132
2440	Not In PFAM	WN_ef	0.6451127819548872
2441	Not In PFAM	WN_ef	0.47976011994003004
2442	Not In PFAM	WN_ef	0.2619926199261993
2443	In PFAM	WN_ef	0.4113300492610837
2444	Not In PFAM	WN_ef	0.14318706697459585
2445	Not In PFAM	WN_ef	0.2995529061102832
2446	Not In PFAM	WN_ef	0.4817518248175183
2447	Not In PFAM	WN_ef	0.2045191193511008
2448	Not In PFAM	WN_ef	0.2280193236714976
2449	Not In PFAM	WN_ef	0.5497278574962889
2450	Not In PFAM	WN_ef	0.7336197636949516
2451	Not In PFAM	WN_ef	0.3824324324324324
2452	Not In PFAM	WN_ef	0.10564102564102563
2453	Not In PFAM	WN_ef	0.44014084507042256
2454	Not In PFAM	WN_ef	0.08583690987124462
2455	In PFAM	WN_ef	0.29764453961456105
2456	In PFAM	WN_ef	0.29071803852889666
2457	Not In PFAM	WN_ef	0.3509670079635949
2458	Not In PFAM	WN_ef	0.3367237687366167
2459	Not In PFAM	WN_ef	0.2467263955892488
2460	Not In PFAM	WN_ef	0.3440860215053764
2461	Not In PFAM	WN_ef	0.45980985306828
2462	In PFAM	WN_ef	0.14840379637618634
2463	Not In PFAM	WN_ef	0.7025316455696202
2464	In PFAM	WN_ef	0.3612512613521695
2465	In PFAM	WN_ef	0.28720083246618106
2466	Not In PFAM	WN_ef	0.886748844375963
2467	Not In PFAM	WN_ef	0.32559774964838256
2468	In PFAM	WN_ef	0.20652785593697245
2469	In PFAM	WN_ef	0.6760061130922058
2470	In PFAM	WN_ef	0.2702965483714147
2471	In PFAM	WN_ef	0.6206572769953052
2472	In PFAM	WN_ef	0.4945054945054945
2473	Not In PFAM	WN_ef	0.6433743664011585
2474	Not In PFAM	WN_ef	0.3772543246227457
2475	Not In PFAM	WN_ef	0.1546203110704483
2476	In PFAM	WN_ef	0.5329403606102635
2477	In PFAM	WN_ef	0.16523972602739725
2478	Not In PFAM	WN_ef	0.2214765100671141
2479	Not In PFAM	WN_ef	0.2572347266881029
2480	In PFAM	WN_ef	0.1965282083075016
2481	Not In PFAM	WN_ef	0.14421445537835087
2482	Not In PFAM	WN_ef	0.2729357798165137
2483	Not In PFAM	WN_ef	0.1246983105390185
2484	Not In PFAM	WN_ef	0.21096654275092935
2485	Not In PFAM	WN_ef	0.2732200939645826
