	Effect	variable	value
19497	Rec	Tes	0.019101123595505615
19498	Rec	Tes	0.0
19499	Rec	Tes	0.0
19500	Rec	Tes	0.0
19501	Rec	Tes	0.10714285714285714
19502	Rec	Tes	0.0
19503	Rec	Tes	0.0
19504	Rec	Tes	0.0
19505	Rec	Tes	0.0
19506	Rec	Tes	0.02836879432624113
19507	Rec	Tes	0.0
19508	Syn	Tes	0.020408163265306117
19509	Rec	Tes	0.007751937984496123
19510	Rec	Tes	0.004615384615384616
19511	Syn	Tes	0.0
19512	Rec	Tes	0.016666666666666666
19513	Rec	Tes	0.0
19514	Rec	Tes	0.0
19515	Rec	Tes	0.019230769230769232
19516	Rec	Tes	0.03125
19517	Rec	Tes	0.0
19518	Rec	Tes	0.0
19519	Rec	Tes	0.0
19520	Syn	Tes	0.0
19521	Rec	Tes	0.0
19522	Syn	Tes	0.0
19523	Rec	Tes	0.0
19524	Syn	Tes	0.0
19525	Rec	Tes	0.0
19526	Rec	Tes	0.0
19527	Rec	Tes	0.0
19528	Rec	Tes	0.0196078431372549
19529	Rec	Tes	0.004178272980501393
19530	Syn	Tes	0.014267185473411154
19531	Rec	Tes	0.18361955085865256
19532	Syn	Tes	0.0950413223140496
19533	Syn	Tes	0.07296137339055794
19534	Rec	Tes	0.033695652173913036
19535	Rec	Tes	0.0
19536	Syn	Tes	0.0056657223796034
19537	Syn	Tes	0.0
19538	Rec	Tes	0.0
19539	Rec	Tes	0.0
19540	Rec	Tes	0.0
19541	Rec	Tes	0.05
19542	Rec	Tes	0.3288381742738589
19543	Rec	Tes	0.0
19544	Rec	Tes	0.0
19545	Rec	Tes	0.0
19546	Rec	Tes	0.0
19547	Rec	Tes	0.005
19548	Rec	Tes	0.002012072434607646
19549	Syn	Tes	0.002036659877800407
19550	Rec	Tes	0.0016181229773462786
19551	Rec	Tes	0.08588957055214724
19552	Rec	Tes	0.00746268656716418
19553	Rec	Tes	0.016
19554	Rec	Tes	0.0078125
19555	Rec	Tes	0.0
19556	Syn	Tes	0.0
19557	Rec	Tes	0.0
19558	Syn	Tes	0.0
19559	Rec	Tes	0.009708737864077669
19560	Rec	Tes	0.0047619047619047615
19561	Rec	Tes	0.004524886877828055
19562	Rec	Tes	0.0
19563	Syn	Tes	0.004310344827586207
19564	Rec	Tes	0.0211864406779661
19565	Syn	Tes	0.0
19566	Rec	Tes	0.002793296089385475
19567	Rec	Tes	0.0
19568	Syn	Tes	0.0
19569	Rec	Tes	0.028985507246376805
19570	Syn	Tes	0.01492537313432836
19571	Rec	Tes	0.01834862385321101
19572	Rec	Tes	0.03508771929824561
19573	Rec	Tes	0.016666666666666666
19574	Rec	Tes	0.0
19575	Rec	Tes	0.0
19576	Rec	Tes	0.0
19577	Syn	Tes	0.003409090909090909
19578	Rec	Tes	0.0
19579	Rec	Tes	0.0220820189274448
19580	Rec	Tes	0.0
19581	Rec	Tes	0.038461538461538464
19582	Rec	Tes	0.0
19583	Rec	Tes	0.016736401673640166
19584	Rec	Tes	0.0
19585	Rec	Tes	0.0
19586	Rec	Tes	0.0011961722488038275
19587	Rec	Tes	0.0030349013657056147
19588	Rec	Tes	0.0
19589	Syn	Tes	0.07981755986316989
19590	Syn	Tes	0.0
19591	Rec	Tes	0.006666666666666667
19592	Rec	Tes	0.0
19593	Syn	Tes	0.0
19594	Syn	Tes	0.0
19595	Rec	Tes	0.0
19596	Rec	Tes	0.014388489208633094
19597	Syn	Tes	0.009259259259259259
19598	Rec	Tes	0.008928571428571428
19599	Rec	Tes	0.0
19600	Rec	Tes	0.0
19601	Rec	Tes	0.0
19602	Syn	Tes	0.007575757575757577
19603	Rec	Tes	0.01973684210526316
19604	Syn	Tes	0.0
19605	Syn	Tes	0.0
19606	Rec	Tes	0.0
19607	Rec	Tes	0.0
19608	Rec	Tes	0.0
19609	Rec	Tes	0.0
19610	Rec	Tes	0.0
19611	Syn	Tes	0.0
19612	Syn	Tes	0.0
19613	Rec	Tes	0.0
19614	Rec	Tes	0.0
19615	Rec	Tes	0.0
19616	Rec	Tes	0.011235955056179777
19617	Rec	Tes	0.05063291139240506
19618	Rec	Tes	0.41025641025641024
19619	Rec	Tes	0.03571428571428571
19620	Rec	Tes	0.0
19621	Rec	Tes	0.0
19622	Rec	Tes	0.027777777777777776
19623	Rec	Tes	0.0
19624	Syn	Tes	0.0
19625	Syn	Tes	0.022624434389140267
19626	Syn	Tes	0.0
19627	Rec	Tes	0.0011123470522803112
19628	Rec	Tes	0.01837270341207349
19629	Syn	Tes	0.0010822510822510825
19630	Rec	Tes	0.0
19631	Rec	Tes	0.00243605359317905
19632	Rec	Tes	0.0
19633	Rec	Tes	0.0
19634	Rec	Tes	0.0
19635	Rec	Tes	0.0
19636	Rec	Tes	0.0
19637	Rec	Tes	0.0
19638	Syn	Tes	0.0
19639	Syn	Tes	0.0030303030303030303
19640	Rec	Tes	0.003048780487804878
19641	Rec	Tes	0.03361344537815126
19642	Rec	Tes	0.0
19643	Syn	Tes	0.0
19644	Rec	Tes	0.0
19645	Syn	Tes	0.0
19646	Syn	Tes	0.0
19647	Rec	Tes	0.0
19648	Rec	Tes	0.0
19649	Rec	Tes	0.0
19650	Syn	Tes	0.0030120481927710845
19651	Syn	Tes	0.0026041666666666665
19652	Rec	Tes	0.0
19653	Rec	Tes	0.09375
19654	Rec	Tes	0.0
19655	Rec	Tes	0.0
19656	Rec	Tes	0.025
19657	Syn	Tes	0.0
19658	Rec	Tes	0.002136752136752137
19659	Rec	Tes	0.0049751243781094535
19660	Rec	Tes	0.0
19661	Rec	Tes	0.002457002457002457
19662	Syn	Tes	0.0
19663	Rec	Tes	0.0
19664	Rec	Tes	0.0
19665	Syn	Tes	0.0
19666	Rec	Tes	0.00641025641025641
19667	Rec	Tes	0.0
19668	Syn	Tes	0.0
19669	Rec	Tes	0.0
19670	Rec	Tes	0.001040582726326743
19671	Rec	Tes	0.0031645569620253164
19672	Rec	Tes	0.0
19673	Rec	Tes	0.0
19674	Syn	Tes	0.0
19675	Rec	Tes	0.02325581395348837
19676	Syn	Tes	0.0
19677	Rec	Tes	0.016741071428571428
19678	Rec	Tes	0.002352941176470588
19679	Rec	Tes	0.0
19680	Syn	Tes	0.0
19681	Syn	Tes	0.0
19682	Rec	Tes	0.0
19683	Rec	Tes	0.0
19684	Syn	Tes	0.0
19685	Rec	Tes	0.0
19686	Rec	Tes	0.021505376344086027
19687	Rec	Tes	0.003952569169960474
19688	Rec	Tes	0.0
19689	Rec	Tes	0.0
19690	Syn	Tes	0.0
19691	Rec	Tes	0.0
19692	Rec	Tes	0.0
19693	Syn	Tes	0.0
19694	Rec	Tes	0.0625
19695	Rec	Tes	0.0
19696	Rec	Tes	0.0
19697	Rec	Tes	0.0
19698	Rec	Tes	0.0
19699	Rec	Tes	0.0
19700	Syn	Tes	0.0
19701	Rec	Tes	0.0
19702	Rec	Tes	0.0
19703	Syn	Tes	0.0
19704	Rec	Tes	0.0
19705	Rec	Tes	0.14285714285714285
19706	Rec	Tes	0.0
19707	Rec	Tes	0.0
19708	Rec	Tes	0.0
19709	Syn	Tes	0.0505050505050505
19710	Rec	Tes	0.0
19711	Syn	Tes	0.0
19712	Rec	Tes	0.0
19713	Rec	Tes	0.0
19714	Syn	Tes	0.006097560975609756
19715	Syn	Tes	0.0
19716	Syn	Tes	0.0
19717	Rec	Tes	0.0
19718	Rec	Tes	0.008196721311475409
19719	Rec	Tes	0.05483870967741936
19720	Syn	Tes	0.0
19721	Rec	Tes	0.016393442622950817
19722	Rec	Tes	0.0
19723	Syn	Tes	0.0
19724	Rec	Tes	0.0
19725	Rec	Tes	0.002272727272727273
19726	Rec	Tes	0.0049504950495049506
19727	Rec	Tes	0.1111111111111111
19728	Rec	Tes	0.0
19729	Syn	Tes	0.0
19730	Rec	Tes	0.0
19731	Rec	Tes	0.0
19732	Rec	Tes	0.0
19733	Rec	Tes	0.001199040767386091
19734	Rec	Tes	0.0011834319526627221
19735	Syn	Tes	0.0
19736	Rec	Tes	0.0
19737	Rec	Tes	0.0
19738	Rec	Tes	0.0
19739	Syn	Tes	0.08695652173913042
19740	Syn	Tes	0.0
19741	Rec	Tes	0.0
19742	Rec	Tes	0.015037593984962403
19743	Rec	Tes	0.010869565217391304
19744	Rec	Tes	0.0
19745	Rec	Tes	0.2593818984547461
19746	Syn	Tes	0.029166666666666667
19747	Rec	Tes	0.003215434083601286
19748	Rec	Tes	0.0
19749	Rec	Tes	0.0392156862745098
19750	Syn	Tes	0.03571428571428571
19751	Rec	Tes	0.0
19752	Rec	Tes	0.0
19753	Rec	Tes	0.0
19754	Rec	Tes	0.0
19755	Rec	Tes	0.16842105263157894
19756	Rec	Tes	0.0
19757	Rec	Tes	0.027777777777777776
19758	Syn	Tes	0.0
19759	Rec	Tes	0.032490974729241874
19760	Rec	Tes	0.0
19761	Rec	Tes	0.017857142857142856
19762	Syn	Tes	0.0
19763	Syn	Tes	0.0
19764	Rec	Tes	0.013043478260869565
19765	Rec	Tes	0.0
19766	Syn	Tes	0.0
19767	Rec	Tes	0.0
19768	Rec	Tes	0.0
19769	Rec	Tes	0.010067114093959731
19770	Syn	Tes	0.010101010101010102
19771	Rec	Tes	0.4306569343065693
19772	Rec	Tes	0.29473684210526313
19773	Syn	Tes	0.0
19774	Syn	Tes	0.0
19775	Syn	Tes	0.00353356890459364
19776	Syn	Tes	0.00477326968973747
19777	Rec	Tes	0.0
19778	Rec	Tes	0.0
19779	Rec	Tes	0.0
19780	Rec	Tes	0.0018552875695732839
19781	Rec	Tes	0.0040404040404040395
19782	Syn	Tes	0.0
19783	Rec	Tes	0.0
19784	Rec	Tes	0.0
19785	Rec	Tes	0.0
19786	Rec	Tes	0.010416666666666666
19787	Rec	Tes	0.008445945945945945
19788	Rec	Tes	0.14673913043478262
19789	Rec	Tes	0.0
19790	Rec	Tes	0.015625
19791	Rec	Tes	0.0
19792	Rec	Tes	0.0
19793	Syn	Tes	0.0
19794	Rec	Tes	0.0
19795	Rec	Tes	0.014705882352941175
19796	Rec	Tes	0.019230769230769232
19797	Rec	Tes	0.0
19798	Rec	Tes	0.0
19799	Rec	Tes	0.0
19800	Rec	Tes	0.0
19801	Syn	Tes	0.009615384615384616
19802	Rec	Tes	0.009174311926605505
19803	Rec	Tes	0.0035460992907801413
19804	Rec	Tes	0.026200873362445413
19805	Rec	Tes	0.21531100478468898
19806	Syn	Tes	0.0
19807	Rec	Tes	0.0
19808	Syn	Tes	0.0
19809	Rec	Tes	0.0
19810	Syn	Tes	0.0
19811	Rec	Tes	0.016129032258064516
19812	Rec	Tes	0.0
19813	Rec	Tes	0.00468384074941452
19814	Rec	Tes	0.13414634146341464
19815	Syn	Tes	0.0
19816	Rec	Tes	0.0
19817	Syn	Tes	0.0
19818	Syn	Tes	0.01015228426395939
19819	Rec	Tes	0.0
19820	Rec	Tes	0.17391304347826084
19821	Syn	Tes	0.0
19822	Rec	Tes	0.0
19823	Rec	Tes	0.0
19824	Rec	Tes	0.004149377593360996
19825	Rec	Tes	0.012448132780082987
19826	Rec	Tes	0.004366812227074236
19827	Syn	Tes	0.02575107296137339
19828	Rec	Tes	0.0
19829	Syn	Tes	0.005076142131979695
19830	Rec	Tes	0.0
19831	Rec	Tes	0.003147953830010493
19832	Rec	Tes	0.015873015873015872
19833	Syn	Tes	0.0
19834	Syn	Tes	0.0
19835	Syn	Tes	0.0
19836	Rec	Tes	0.005555555555555557
19837	Rec	Tes	0.0
19838	Rec	Tes	0.008130081300813009
19839	Syn	Tes	0.0
19840	Rec	Tes	0.0
19841	Rec	Tes	0.07692307692307693
19842	Syn	Tes	0.0
19843	Rec	Tes	0.0
19844	Rec	Tes	0.125
19845	Rec	Tes	0.25
19846	Syn	Tes	0.5
19847	Rec	Tes	0.0
19848	Rec	Tes	0.001841620626151013
19849	Syn	Tes	0.006993006993006993
19850	Rec	Tes	0.0
19851	Rec	Tes	0.03977272727272727
19852	Syn	Tes	0.0048543689320388345
19853	Rec	Tes	0.0
19854	Rec	Tes	0.006535947712418301
19855	Rec	Tes	0.0
19856	Syn	Tes	0.0
19857	Rec	Tes	0.0
19858	Rec	Tes	0.06569343065693431
19859	Syn	Tes	0.04964539007092199
19860	Rec	Tes	0.0
19861	Rec	Tes	0.0
19862	Rec	Tes	0.004651162790697674
19863	Rec	Tes	0.05555555555555555
19864	Rec	Tes	0.0
19865	Rec	Tes	0.008849557522123894
19866	Rec	Tes	0.008771929824561403
19867	Rec	Tes	0.0
19868	Rec	Tes	0.001124859392575928
19869	Rec	Tes	0.0
19870	Rec	Tes	0.14285714285714285
19871	Syn	Tes	0.0
19872	Rec	Tes	0.17647058823529413
19873	Syn	Tes	0.1176470588235294
19874	Syn	Tes	0.016260162601626018
19875	Rec	Tes	0.0
19876	Rec	Tes	0.0
19877	Rec	Tes	0.0
19878	Rec	Tes	0.0
19879	Rec	Tes	0.0
19880	Syn	Tes	0.0
19881	Syn	Tes	0.0
19882	Rec	Tes	0.0
19883	Rec	Tes	0.0
19884	Rec	Tes	0.0
19885	Rec	Tes	0.0
19886	Rec	Tes	0.0
19887	Rec	Tes	0.16666666666666666
19888	Rec	Tes	0.0
19889	Rec	Tes	0.0
19890	Rec	Tes	0.004405286343612335
19891	Rec	Tes	0.0
19892	Rec	Tes	0.0
19893	Syn	Tes	0.006211180124223602
19894	Syn	Tes	0.005917159763313609
19895	Rec	Tes	0.0
19896	Rec	Tes	0.016304347826086956
19897	Rec	Tes	0.0
19898	Rec	Tes	0.0
19899	Syn	Tes	0.0
19900	Rec	Tes	0.0
19901	Rec	Tes	0.008902077151335312
19902	Rec	Tes	0.006993006993006993
19903	Rec	Tes	0.0
19904	Rec	Tes	0.0
19905	Rec	Tes	0.0
19906	Syn	Tes	0.0
19907	Rec	Tes	0.0064516129032258064
19908	Syn	Tes	0.0
19909	Rec	Tes	0.003278688524590164
19910	Rec	Tes	0.0
19911	Rec	Tes	0.0
19912	Rec	Tes	0.1010452961672474
19913	Rec	Tes	0.010714285714285714
19914	Rec	Tes	0.007299270072992701
19915	Rec	Tes	0.001422475106685633
19916	Rec	Tes	0.0
19917	Rec	Tes	0.014104372355430184
19918	Rec	Tes	0.007621951219512195
19919	Rec	Tes	0.015600624024961
19920	Rec	Tes	0.006116207951070336
19921	Rec	Tes	0.004491017964071856
19922	Rec	Tes	0.1307471264367816
19923	Syn	Tes	0.005755395683453238
19924	Rec	Tes	0.0
19925	Syn	Tes	0.0
19926	Rec	Tes	0.010484927916120577
19927	Rec	Tes	0.003389830508474576
19928	Rec	Tes	0.002145922746781116
19929	Syn	Tes	0.0
19930	Syn	Tes	0.001177856301531213
19931	Rec	Tes	0.008083140877598153
19932	Rec	Tes	0.0
19933	Rec	Tes	0.0
19934	Syn	Tes	0.0010471204188481676
19935	Rec	Tes	0.004932182490752158
19936	Rec	Tes	0.0
19937	Syn	Tes	0.0
19938	Syn	Tes	0.0
19939	Rec	Tes	0.0
19940	Rec	Tes	0.0
19941	Rec	Tes	0.043478260869565216
19942	Rec	Tes	0.0
19943	Rec	Tes	0.04580152671755725
19944	Rec	Tes	0.016528925619834708
19945	Rec	Tes	0.007407407407407408
19946	Rec	Tes	0.075
19947	Syn	Tes	0.011627906976744186
19948	Rec	Tes	0.016666666666666666
19949	Rec	Tes	0.0
19950	Rec	Tes	0.12121212121212123
19951	Rec	Tes	0.03225806451612903
19952	Syn	Tes	0.0
19953	Syn	Tes	0.05263157894736842
19954	Rec	Tes	0.20958751393534006
19955	Rec	Tes	0.0
19956	Rec	Tes	0.0
19957	Rec	Tes	0.1
19958	Rec	Tes	0.0
19959	Rec	Tes	0.012658227848101266
19960	Rec	Tes	0.005263157894736842
19961	Rec	Tes	0.0
19962	Rec	Tes	0.0
19963	Syn	Tes	0.0
19964	Rec	Tes	0.0
19965	Rec	Tes	0.06451612903225806
19966	Rec	Tes	0.0
19967	Rec	Tes	0.0
19968	Syn	Tes	0.0
19969	Rec	Tes	0.0449438202247191
19970	Rec	Tes	0.0
19971	Rec	Tes	0.001658374792703151
19972	Rec	Tes	0.0032520325203252032
19973	Syn	Tes	0.0
19974	Rec	Tes	0.312210200927357
19975	Rec	Tes	0.0016835016835016836
19976	Syn	Tes	0.012658227848101266
19977	Rec	Tes	0.00333889816360601
19978	Rec	Tes	0.011844331641285956
19979	Rec	Tes	0.0
19980	Syn	Tes	0.0
19981	Rec	Tes	0.0
19982	Rec	Tes	0.001697792869269949
19983	Syn	Tes	0.0
19984	Syn	Tes	0.007763975155279503
19985	Rec	Tes	0.01950354609929078
19986	Rec	Tes	0.0
19987	Rec	Tes	0.0049423393739703465
19988	Rec	Tes	0.004819277108433735
19989	Syn	Tes	0.0
19990	Rec	Tes	0.004608294930875576
19991	Syn	Tes	0.002525252525252525
19992	Rec	Tes	0.05026929982046679
19993	Syn	Tes	0.01950354609929078
19994	Syn	Tes	0.011029411764705885
19995	Syn	Tes	0.0
19996	Rec	Tes	0.06097560975609756
19997	Syn	Tes	0.004484304932735426
19998	Rec	Tes	0.0
19999	Rec	Tes	0.0
20000	Syn	Tes	0.0
20001	Syn	Tes	0.0
20002	Rec	Tes	0.004807692307692308
20003	Rec	Tes	0.0
20004	Syn	Tes	0.005076142131979695
20005	Rec	Tes	0.0
20006	Syn	Tes	0.0
20007	Syn	Tes	0.0
20008	Rec	Tes	0.0
20009	Syn	Tes	0.0
20010	Rec	Tes	0.0
20011	Rec	Tes	0.003952569169960474
20012	Rec	Tes	0.0039215686274509795
20013	Rec	Tes	0.0
20014	Syn	Tes	0.0032258064516129032
20015	Rec	Tes	0.0
20016	Rec	Tes	0.0
20017	Rec	Tes	0.0
20018	Rec	Tes	0.0
20019	Rec	Tes	0.0
20020	Rec	Tes	0.0
20021	Syn	Tes	0.003603603603603604
20022	Syn	Tes	0.0018348623853211012
20023	Syn	Tes	0.0
20024	Rec	Tes	0.0
20025	Syn	Tes	0.001049317943336831
20026	Rec	Tes	0.12205567451820128
20027	Syn	Tes	0.014659685863874347
20028	Syn	Tes	0.006507592190889371
20029	Syn	Tes	0.0
20030	Rec	Tes	0.0
20031	Syn	Tes	0.0
20032	Rec	Tes	0.016
20033	Syn	Tes	0.22349570200573066
20034	Syn	Tes	0.0060790273556231
20035	Rec	Tes	0.0
20036	Rec	Tes	0.07692307692307693
20037	Rec	Tes	0.0
20038	Syn	Tes	0.0
20039	Rec	Tes	0.0
20040	Rec	Tes	0.0
20041	Syn	Tes	0.0
20042	Rec	Tes	0.006557377049180328
20043	Syn	Tes	0.0
20044	Rec	Tes	0.0
20045	Rec	Tes	0.24285714285714285
20046	Rec	Tes	0.007263922518159807
20047	Rec	Tes	0.0
20048	Rec	Tes	0.42857142857142855
20049	Rec	Tes	0.0
20050	Syn	Tes	0.0
20051	Syn	Tes	0.0
20052	Syn	Tes	0.0
20053	Rec	Tes	0.0
20054	Rec	Tes	0.0
20055	Rec	Tes	0.0
20056	Rec	Tes	0.0
20057	Rec	Tes	0.005235602094240838
20058	Syn	Tes	0.07834101382488479
20059	Syn	Tes	0.0
20060	Syn	Tes	0.0
20061	Rec	Tes	0.007874015748031496
20062	Syn	Tes	0.0
20063	Rec	Tes	0.0
20064	Rec	Tes	0.0099009900990099
20065	Rec	Tes	0.0958904109589041
20066	Rec	Tes	0.0012315270935960591
20067	Syn	Tes	0.0
20068	Syn	Tes	0.0
20069	Rec	Tes	0.0
20070	Rec	Tes	0.0027624309392265192
20071	Rec	Tes	0.0
20072	Syn	Tes	0.002531645569620253
20073	Syn	Tes	0.0
20074	Rec	Tes	0.10526315789473684
20075	Rec	Tes	0.0
20076	Rec	Tes	0.0
20077	Rec	Tes	0.004531722054380665
20078	Rec	Tes	0.0
20079	Syn	Tes	0.0
20080	Rec	Tes	0.0
20081	Syn	Tes	0.0
20082	Rec	Tes	0.0
20083	Syn	Tes	0.0
20084	Rec	Tes	0.001483679525222552
20085	Syn	Tes	0.004341534008683068
20086	Rec	Tes	0.001430615164520744
20087	Syn	Tes	0.0
20088	Rec	Tes	0.0
20089	Rec	Tes	0.0053191489361702135
20090	Rec	Tes	0.0014388489208633096
20091	Syn	Tes	0.0
20092	Syn	Tes	0.0
20093	Rec	Tes	0.02236421725239616
20094	Rec	Tes	0.28904428904428897
20095	Rec	Tes	0.0011325028312570782
20096	Syn	Tes	0.002272727272727273
20097	Rec	Tes	0.0
20098	Rec	Tes	0.0
20099	Rec	Tes	0.05882352941176471
20100	Syn	Tes	0.0
20101	Rec	Tes	0.021084337349397592
20102	Rec	Tes	0.0064516129032258064
20103	Syn	Tes	0.0
20104	Syn	Tes	0.0
20105	Rec	Tes	0.16363636363636366
20106	Syn	Tes	0.03090234857849197
20107	Rec	Tes	0.00245398773006135
20108	Rec	Tes	0.007220216606498195
20109	Rec	Tes	0.011597938144329896
20110	Rec	Tes	0.016412661195779603
20111	Syn	Tes	0.02596053997923157
20112	Syn	Tes	0.2796709753231492
20113	Rec	Tes	0.24178403755868544
20114	Syn	Tes	0.001026694045174538
20115	Rec	Tes	0.018619934282584884
20116	Rec	Tes	0.0
20117	Rec	Tes	0.0042105263157894745
20118	Rec	Tes	0.004024144869215292
20119	Rec	Tes	0.0
20120	Rec	Tes	0.0
20121	Syn	Tes	0.0
20122	Rec	Tes	0.0
20123	Rec	Tes	0.006622516556291391
20124	Syn	Tes	0.0
20125	Rec	Tes	0.003508771929824561
20126	Rec	Tes	0.08888888888888889
20127	Rec	Tes	0.0049627791563275426
20128	Rec	Tes	0.0021551724137931034
20129	Rec	Tes	0.0
20130	Rec	Tes	0.0
20131	Syn	Tes	0.0
20132	Rec	Tes	0.0
20133	Rec	Tes	0.0
20134	Syn	Tes	0.0
20135	Syn	Tes	0.0
20136	Syn	Tes	0.0198019801980198
20137	Rec	Tes	0.04629629629629629
20138	Rec	Tes	0.12658227848101267
20139	Rec	Tes	0.2
20140	Syn	Tes	0.0
20141	Syn	Tes	0.0
20142	Rec	Tes	0.0
20143	Rec	Tes	0.0
20144	Rec	Tes	0.0
20145	Rec	Tes	0.0
20146	Rec	Tes	0.04
20147	Syn	Tes	0.008130081300813009
20148	Rec	Tes	0.1092436974789916
20149	Syn	Tes	0.036036036036036036
20150	Rec	Tes	0.0
20151	Rec	Tes	0.010526315789473684
20152	Rec	Tes	0.0
20153	Syn	Tes	0.006493506493506494
20154	Syn	Tes	0.0
20155	Rec	Tes	0.0
20156	Rec	Tes	0.0
20157	Rec	Tes	0.0
20158	Syn	Tes	0.0076335877862595426
20159	Rec	Tes	0.001519756838905775
20160	Rec	Tes	0.0
20161	Syn	Tes	0.0
20162	Rec	Tes	0.060767590618336885
20163	Syn	Tes	0.008
20164	Rec	Tes	0.007772020725388602
20165	Rec	Tes	0.022727272727272728
20166	Rec	Tes	0.009237875288683604
20167	Rec	Tes	0.0
20168	Rec	Tes	0.0
20169	Rec	Tes	0.0
20170	Syn	Tes	0.007352941176470587
20171	Syn	Tes	0.0
20172	Rec	Tes	0.0
20173	Rec	Tes	0.003275109170305677
20174	Rec	Tes	0.0
20175	Rec	Tes	0.01324503311258278
20176	Rec	Tes	0.018867924528301886
20177	Syn	Tes	0.014285714285714284
20178	Syn	Tes	0.0023148148148148147
20179	Rec	Tes	0.0
20180	Syn	Tes	0.0
20181	Rec	Tes	0.0
20182	Syn	Tes	0.006134969325153374
20183	Syn	Tes	0.06716417910447761
20184	Rec	Tes	0.005235602094240838
20185	Rec	Tes	0.011299435028248588
20186	Rec	Tes	0.01910828025477707
20187	Rec	Tes	0.02127659574468085
20188	Rec	Tes	0.061224489795918366
20189	Syn	Tes	0.0
20190	Syn	Tes	0.0
20191	Rec	Tes	0.018518518518518517
20192	Rec	Tes	0.0
20193	Rec	Tes	0.0
20194	Rec	Tes	0.013888888888888888
20195	Syn	Tes	0.01948051948051948
20196	Rec	Tes	0.031914893617021274
20197	Rec	Tes	0.016129032258064516
20198	Rec	Tes	0.05263157894736842
20199	Rec	Tes	0.01183431952662722
20200	Syn	Tes	0.0
20201	Syn	Tes	0.008196721311475409
20202	Rec	Tes	0.024
20203	Rec	Tes	0.0
20204	Rec	Tes	0.0
20205	Rec	Tes	0.0033821871476888386
20206	Rec	Tes	0.0
20207	Syn	Tes	0.0011111111111111113
20208	Rec	Tes	0.0
20209	Rec	Tes	0.003215434083601286
20210	Rec	Tes	0.002457002457002457
20211	Rec	Tes	0.013513513513513514
20212	Rec	Tes	0.02083333333333333
20213	Rec	Tes	0.011142061281337049
20214	Syn	Tes	0.0
20215	Rec	Tes	0.0
20216	Rec	Tes	0.0
20217	Rec	Tes	0.15
20218	Syn	Tes	0.009652509652509652
20219	Rec	Tes	0.029908972691807537
20220	Rec	Tes	0.2908863920099875
20221	Rec	Tes	0.05555555555555555
20222	Rec	Tes	0.07072368421052631
20223	Syn	Tes	0.20801033591731266
20224	Syn	Tes	0.07350901525658808
20225	Rec	Tes	0.06666666666666668
20226	Rec	Tes	0.1153846153846154
20227	Syn	Tes	0.038461538461538464
20228	Rec	Tes	0.1
20229	Rec	Tes	0.0
20230	Syn	Tes	0.0
20231	Rec	Tes	0.0
20232	Rec	Tes	0.0
20233	Syn	Tes	0.0
20234	Rec	Tes	0.0
20235	Rec	Tes	0.004366812227074236
20236	Rec	Tes	0.017094017094017096
20237	Rec	Tes	0.0
20238	Rec	Tes	0.0049261083743842365
20239	Rec	Tes	0.01809954751131222
20240	Rec	Tes	0.0
20241	Rec	Tes	0.004132231404958678
20242	Rec	Tes	0.017167381974248927
20243	Rec	Tes	0.0
20244	Rec	Tes	0.008583690987124462
20245	Rec	Tes	0.006329113924050633
20246	Syn	Tes	0.0
20247	Rec	Tes	0.005025125628140704
20248	Rec	Tes	0.008
20249	Rec	Tes	0.0
20250	Rec	Tes	0.0
20251	Rec	Tes	0.0
20252	Rec	Tes	0.0041841004184100415
20253	Rec	Tes	0.0
20254	Syn	Tes	0.0
20255	Rec	Tes	0.0
20256	Rec	Tes	0.0
20257	Rec	Tes	0.0
20258	Rec	Tes	0.0
20259	Rec	Tes	0.0
20260	Syn	Tes	0.0
20261	Rec	Tes	0.0
20262	Rec	Tes	0.0
20263	Syn	Tes	0.0
20264	Syn	Tes	0.0
20265	Rec	Tes	0.0
20266	Syn	Tes	0.0
20267	Syn	Tes	0.0
20268	Rec	Tes	0.0
20269	Syn	Tes	0.0
20270	Syn	Tes	0.0
20271	Syn	Tes	0.0
20272	Rec	Tes	0.0
20273	Rec	Tes	0.0
20274	Rec	Tes	0.0125
20275	Rec	Tes	0.0390625
20276	Rec	Tes	0.0
20277	Rec	Tes	0.0
20278	Rec	Tes	0.010309278350515464
20279	Rec	Tes	0.037037037037037035
20280	Syn	Tes	0.03636363636363636
20281	Rec	Tes	0.0
20282	Rec	Tes	0.0
20283	Rec	Tes	0.0
20284	Rec	Tes	0.0
20285	Rec	Tes	0.0
20286	Rec	Tes	0.0
20287	Syn	Tes	0.0
20288	Rec	Tes	0.0
20289	Rec	Tes	0.0
20290	Rec	Tes	0.0
20291	Rec	Tes	0.012658227848101266
20292	Rec	Tes	0.015714285714285715
20293	Syn	Tes	0.0
20294	Rec	Tes	0.02711864406779661
20295	Rec	Tes	0.004464285714285714
20296	Rec	Tes	0.0
20297	Rec	Tes	0.0
20298	Syn	Tes	0.0
20299	Rec	Tes	0.0
20300	Syn	Tes	0.0
20301	Rec	Tes	0.0
20302	Rec	Tes	0.0
20303	Rec	Tes	0.0
20304	Rec	Tes	0.004672897196261682
20305	Rec	Tes	0.0
20306	Rec	Tes	0.0
20307	Syn	Tes	0.0
20308	Rec	Tes	0.0
20309	Syn	Tes	0.0
20310	Rec	Tes	0.0051813471502590676
20311	Rec	Tes	0.008784773060029283
20312	Rec	Tes	0.0
20313	Rec	Tes	0.0
