	Effect	variable	value
2370	Rec	WN_ef	0.2780487804878049
2371	Syn	WN_ef	0.19447219447219447
2372	Rec	WN_ef	0.3212979890310786
2373	Rec	WN_ef	0.24108241082410825
2374	Rec	WN_ef	0.2636363636363636
2375	Syn	WN_ef	0.2793388429752066
2376	Rec	WN_ef	0.12224448897795592
2377	Rec	WN_ef	0.2089093701996928
2378	Syn	WN_ef	0.10118577075098814
2379	Rec	WN_ef	0.3588123815540113
2380	Rec	WN_ef	0.1277860326894502
2381	Rec	WN_ef	0.32568238213399503
2382	Rec	WN_ef	0.9100642398286938
2383	Syn	WN_ef	0.2220056313623565
2384	Rec	WN_ef	0.4411508282476024
2385	Rec	WN_ef	0.2339331619537275
2386	Rec	WN_ef	0.32237126784941583
2387	Rec	WN_ef	0.6010118043844856
2388	Rec	WN_ef	0.27674706246134817
2389	Rec	WN_ef	0.5377990430622009
2390	Rec	WN_ef	0.6742131419105467
2391	Rec	WN_ef	0.12485811577752555
2392	Syn	WN_ef	0.38396778916544655
2393	Rec	WN_ef	0.2692307692307692
2394	Rec	WN_ef	0.5368663594470046
2395	Syn	WN_ef	0.14745308310991956
2396	Rec	WN_ef	0.42282749675745773
2397	Rec	WN_ef	0.2405218100285365
2398	Rec	WN_ef	0.2323399558498896
2399	Rec	WN_ef	0.255561893896178
2400	Syn	WN_ef	0.13456090651558072
2401	Syn	WN_ef	0.22261072261072265
2402	Rec	WN_ef	0.27834351663272233
2403	Rec	WN_ef	0.8078175895765473
2404	Rec	WN_ef	0.1562642369020501
2405	Rec	WN_ef	0.2152466367713005
2406	Syn	WN_ef	0.10408921933085502
2407	Rec	WN_ef	0.15560640732265446
2408	Rec	WN_ef	0.2503358710255262
2409	Rec	WN_ef	0.3544438531133582
2410	Syn	WN_ef	0.29464788732394365
2411	Syn	WN_ef	0.4829639431028779
2412	Rec	WN_ef	0.3996006845407872
2413	Rec	WN_ef	0.3135593220338983
2414	Rec	WN_ef	0.1585081585081585
2415	Rec	WN_ef	0.19334719334719336
2416	Rec	WN_ef	0.3045876887340302
2417	Rec	WN_ef	0.6550165712564026
2418	Syn	WN_ef	0.2187761944677284
2419	Syn	WN_ef	0.2905405405405405
2420	Rec	WN_ef	0.12933025404157045
2421	Rec	WN_ef	0.3450134770889488
2422	Rec	WN_ef	0.10918114143920596
2423	Rec	WN_ef	0.22477064220183487
2424	Rec	WN_ef	0.18575851393188852
2425	Syn	WN_ef	0.11644535240040857
2426	Rec	WN_ef	0.2838002436053593
2427	Rec	WN_ef	0.16457023060796647
2428	Syn	WN_ef	0.2565922920892495
2429	Rec	WN_ef	0.23741007194244604
2430	Rec	WN_ef	0.7226962457337884
2431	Rec	WN_ef	0.6194029850746269
2432	Rec	WN_ef	0.252720677146312
2433	Syn	WN_ef	0.5187969924812029
2434	Rec	WN_ef	0.21739130434782608
2435	Syn	WN_ef	0.427536231884058
2436	Rec	WN_ef	0.6670201484623541
2437	Rec	WN_ef	0.26367571822117275
2438	Rec	WN_ef	0.5430163706025775
2439	Rec	WN_ef	0.2863383637807784
2440	Syn	WN_ef	0.11701556629092863
2441	Syn	WN_ef	0.3767650834403081
2442	Rec	WN_ef	0.5239024390243903
2443	Rec	WN_ef	0.3951807228915663
2444	Syn	WN_ef	0.2912934432103189
2445	Rec	WN_ef	0.8887691893347698
2446	Syn	WN_ef	0.18824463860206514
2447	Rec	WN_ef	0.14717741935483872
2448	Rec	WN_ef	0.4606741573033708
2449	Rec	WN_ef	0.1910669975186104
2450	Rec	WN_ef	0.16138763197586728
2451	Rec	WN_ef	0.14353312302839116
2452	Rec	WN_ef	0.7849740932642487
2453	Rec	WN_ef	0.19962570180910796
2454	Syn	WN_ef	0.2555994729907773
2455	Rec	WN_ef	0.2223684210526316
2456	Rec	WN_ef	0.11300639658848614
2457	Rec	WN_ef	0.2622832369942196
2458	Rec	WN_ef	0.3478260869565217
2459	Rec	WN_ef	0.17633228840125392
2460	Syn	WN_ef	0.13796296296296295
2461	Rec	WN_ef	0.4664310954063604
2462	Rec	WN_ef	0.4842370744010088
2463	Rec	WN_ef	0.2562534741523068
2464	Syn	WN_ef	0.1846038863976084
2465	Syn	WN_ef	0.26348228043143296
2466	Rec	WN_ef	0.29235382308845576
2467	Rec	WN_ef	0.35469448584202684
2468	Rec	WN_ef	0.24917382683410444
2469	Rec	WN_ef	0.393718042366691
2470	Rec	WN_ef	0.17220744680851066
2471	Rec	WN_ef	0.3848085373509103
2472	Rec	WN_ef	0.469081595316502
2473	Rec	WN_ef	0.4265232974910394
2474	Rec	WN_ef	0.24808184143222506
2475	Rec	WN_ef	0.1925
2476	Rec	WN_ef	0.3440860215053764
2477	Rec	WN_ef	0.4131944444444444
2478	Rec	WN_ef	0.2222222222222222
2479	Rec	WN_ef	0.16666666666666666
2480	Syn	WN_ef	0.16137566137566134
2481	Rec	WN_ef	0.5490998363338789
2482	Rec	WN_ef	0.2831858407079646
2483	Rec	WN_ef	0.17968605724838413
2484	Rec	WN_ef	0.2848873268554889
2485	Syn	WN_ef	0.3633762517882689
2486	Rec	WN_ef	0.099609375
2487	Rec	WN_ef	0.2403462050599201
2488	Syn	WN_ef	0.18066561014263074
2489	Syn	WN_ef	0.2383345297918162
2490	Syn	WN_ef	0.3025210084033613
2491	Rec	WN_ef	0.3314553990610329
2492	Rec	WN_ef	0.14545454545454545
2493	Syn	WN_ef	0.3458029197080292
2494	Rec	WN_ef	0.1605324980422866
2495	Syn	WN_ef	0.6789667896678967
2496	Rec	WN_ef	0.5020632737276479
2497	Rec	WN_ef	0.7937915742793792
2498	Syn	WN_ef	0.6368928141308712
2499	Rec	WN_ef	0.19953416149068326
2500	Rec	WN_ef	0.8263921385119326
2501	Rec	WN_ef	0.8500545256270448
2502	Rec	WN_ef	0.7931633835457705
2503	Rec	WN_ef	0.19645293315143247
2504	Rec	WN_ef	0.4191506198892113
2505	Syn	WN_ef	0.1590013140604468
2506	Rec	WN_ef	0.5735217163788592
2507	Syn	WN_ef	0.3406894036111618
2508	Rec	WN_ef	0.1509433962264151
2509	Syn	WN_ef	0.3394495412844037
2510	Rec	WN_ef	0.5932989690721651
2511	Syn	WN_ef	0.5013568521031208
2512	Rec	WN_ef	0.2595846645367412
2513	Rec	WN_ef	0.6554878048780488
2514	Rec	WN_ef	0.7193426042983565
2515	Syn	WN_ef	0.18496420047732695
2516	Rec	WN_ef	0.6887052341597796
2517	Rec	WN_ef	0.8372093023255814
2518	Rec	WN_ef	0.7189695550351288
2519	Rec	WN_ef	0.6419270833333334
2520	Rec	WN_ef	0.6633663366336634
2521	Rec	WN_ef	0.7333333333333333
2522	Syn	WN_ef	0.2762723066754792
2523	Rec	WN_ef	0.8534310459693538
2524	Rec	WN_ef	0.31622746185852985
2525	Rec	WN_ef	0.7588401697312589
2526	Rec	WN_ef	0.3204225352112676
2527	Rec	WN_ef	0.667877094972067
2528	Rec	WN_ef	0.2904191616766467
2529	Rec	WN_ef	0.2363955529549444
2530	Syn	WN_ef	0.6820781696854147
2531	Syn	WN_ef	0.3527397260273973
2532	Rec	WN_ef	0.17151162790697674
2533	Rec	WN_ef	0.5101457559302658
2534	Rec	WN_ef	0.9366138448707256
2535	Syn	WN_ef	0.25061144627425397
2536	Rec	WN_ef	0.17221584385763491
2537	Rec	WN_ef	0.14516129032258066
2538	Syn	WN_ef	0.10266666666666667
2539	Rec	WN_ef	0.30571030640668523
2540	Syn	WN_ef	0.3146223146223146
2541	Rec	WN_ef	0.2295081967213115
2542	Rec	WN_ef	0.3135464231354642
2543	Rec	WN_ef	0.21045576407506705
2544	Rec	WN_ef	0.4626909518213866
2545	Rec	WN_ef	0.23964710118833274
2546	Syn	WN_ef	0.1503384396152476
2547	Rec	WN_ef	0.38820892949491465
2548	Syn	WN_ef	0.24767042667974495
2549	Rec	WN_ef	0.1018222506393862
2550	Rec	WN_ef	0.1768916155419223
2551	Rec	WN_ef	0.20358168609562427
2552	Rec	WN_ef	0.22978803226411554
2553	Rec	WN_ef	0.6997567985850099
2554	Rec	WN_ef	0.3570604078491728
2555	Rec	WN_ef	0.2640692640692641
2556	Rec	WN_ef	0.2287917737789203
2557	Rec	WN_ef	0.5
2558	Rec	WN_ef	0.3152804642166344
2559	Syn	WN_ef	0.2383177570093458
2560	Rec	WN_ef	0.20446735395189006
2561	Rec	WN_ef	0.27835051546391754
2562	Rec	WN_ef	0.2582781456953642
2563	Rec	WN_ef	0.2899505766062603
2564	Rec	WN_ef	0.12987012987012986
2565	Rec	WN_ef	0.8136842105263158
2566	Rec	WN_ef	0.4099895941727367
2567	Rec	WN_ef	0.4094650205761317
2568	Rec	WN_ef	0.14330218068535824
2569	Rec	WN_ef	0.3707692307692308
2570	Rec	WN_ef	0.1881785283474065
2571	Syn	WN_ef	0.18222722159730034
2572	Rec	WN_ef	0.1009771986970684
2573	Rec	WN_ef	0.13705583756345174
2574	Rec	WN_ef	0.5516499282639885
2575	Syn	WN_ef	0.5309734513274337
2576	Rec	WN_ef	0.7497719275381207
2577	Rec	WN_ef	0.5992903607332939
2578	Rec	WN_ef	0.6360721918784137
2579	Rec	WN_ef	0.2764179104477612
2580	Rec	WN_ef	0.21627620221948213
2581	Rec	WN_ef	0.6025210084033613
2582	Rec	WN_ef	0.4511278195488722
2583	Syn	WN_ef	0.2152521525215252
2584	Rec	WN_ef	0.14725770097670926
2585	Rec	WN_ef	0.5560836501901141
2586	Rec	WN_ef	0.1959544879898862
2587	Syn	WN_ef	0.2447980416156671
2588	Syn	WN_ef	0.4710743801652893
2589	Rec	WN_ef	0.2811594202898551
2590	Syn	WN_ef	0.1352941176470588
2591	Syn	WN_ef	0.3626907073509015
2592	Rec	WN_ef	0.3900452488687783
2593	Syn	WN_ef	0.5162629757785467
2594	Syn	WN_ef	0.27265625
2595	Rec	WN_ef	0.2778969957081545
2596	Syn	WN_ef	0.361317747077577
2597	Rec	WN_ef	0.3956953642384106
2598	Rec	WN_ef	0.4434603501544799
2599	Syn	WN_ef	0.17002474372569812
2600	Rec	WN_ef	0.06757843925985517
2601	Rec	WN_ef	0.35829072315558796
2602	Syn	WN_ef	0.09880815071126488
2603	Syn	WN_ef	0.35584415584415585
2604	Rec	WN_ef	0.3512690355329949
2605	Syn	WN_ef	0.35095715587967186
2606	Rec	WN_ef	0.3521634615384616
2607	Rec	WN_ef	0.4451142928912333
2608	Rec	WN_ef	0.225748502994012
2609	Rec	WN_ef	0.35703812316715544
2610	Rec	WN_ef	0.6952887537993921
2611	Syn	WN_ef	0.2909618173030449
2612	Rec	WN_ef	0.5855978260869565
2613	Rec	WN_ef	0.43877143996808937
2614	Rec	WN_ef	0.3648267008985879
2615	Rec	WN_ef	0.19921587846116148
2616	Rec	WN_ef	0.4652094717668488
2617	Syn	WN_ef	0.3845891578588476
2618	Rec	WN_ef	0.3143939393939394
2619	Rec	WN_ef	0.4811373873873874
2620	Syn	WN_ef	0.6085730400451212
2621	Syn	WN_ef	0.16716867469879518
2622	Rec	WN_ef	0.2448165869218501
2623	Rec	WN_ef	0.7722772277227723
2624	Syn	WN_ef	0.12838360402165508
2625	Syn	WN_ef	0.27956989247311825
2626	Syn	WN_ef	0.4965430546825896
2627	Syn	WN_ef	0.3345454545454545
2628	Rec	WN_ef	0.16989247311827954
2629	Rec	WN_ef	0.2290836653386454
2630	Syn	WN_ef	0.7347062386432465
2631	Rec	WN_ef	0.12863070539419086
2632	Rec	WN_ef	0.2792452830188679
2633	Syn	WN_ef	0.4717444717444718
2634	Rec	WN_ef	0.25721153846153844
2635	Rec	WN_ef	0.20307692307692307
2636	Rec	WN_ef	0.37377690802348335
2637	Rec	WN_ef	0.23832923832923836
2638	Syn	WN_ef	0.37157107231920206
2639	Rec	WN_ef	0.5411764705882353
2640	Rec	WN_ef	0.3928571428571429
2641	Syn	WN_ef	0.34885290148448045
2642	Rec	WN_ef	0.4258241758241758
2643	Rec	WN_ef	0.2534340659340659
2644	Rec	WN_ef	0.18810679611650485
2645	Rec	WN_ef	0.5934458543796969
2646	Rec	WN_ef	0.394040843655842
2647	Syn	WN_ef	0.2048008171603677
2648	Rec	WN_ef	0.26545454545454544
2649	Rec	WN_ef	0.4805825242718447
2650	Rec	WN_ef	0.21926713947990545
2651	Syn	WN_ef	0.429757785467128
2652	Syn	WN_ef	0.4277408637873754
2653	Rec	WN_ef	0.1859883236030025
2654	Rec	WN_ef	0.28422876949740034
2655	Rec	WN_ef	0.15323294951284322
2656	Rec	WN_ef	0.4659498207885305
2657	Rec	WN_ef	0.6618876941457587
2658	Rec	WN_ef	0.2315210751374465
2659	Syn	WN_ef	0.17665615141955834
2660	Rec	WN_ef	0.20384615384615384
2661	Syn	WN_ef	0.2886178861788618
2662	Rec	WN_ef	0.19487908961593173
2663	Rec	WN_ef	0.16974169741697415
2664	Syn	WN_ef	0.4881656804733728
2665	Rec	WN_ef	0.17368540860459822
2666	Rec	WN_ef	0.12111801242236025
2667	Rec	WN_ef	0.7360917941585535
2668	Syn	WN_ef	0.16171003717472118
2669	Rec	WN_ef	0.5737179487179487
2670	Rec	WN_ef	0.3333333333333333
2671	Rec	WN_ef	0.30368098159509205
2672	Syn	WN_ef	0.3610619469026549
2673	Rec	WN_ef	0.8445103857566766
2674	Syn	WN_ef	0.271717572391908
2675	Syn	WN_ef	0.21438281674823276
2676	Rec	WN_ef	0.4407781804310509
2677	Rec	WN_ef	0.6211594605866815
2678	Syn	WN_ef	0.3164174813110983
2679	Rec	WN_ef	0.13793103448275862
2680	Syn	WN_ef	0.2899914456800685
2681	Rec	WN_ef	0.4144486692015209
2682	Syn	WN_ef	0.2397590361445783
2683	Rec	WN_ef	0.4906890130353818
2684	Rec	WN_ef	0.21272727272727274
2685	Rec	WN_ef	0.4850746268656717
2686	Rec	WN_ef	0.3863216266173752
2687	Rec	WN_ef	0.6515426497277677
2688	Syn	WN_ef	0.2691552062868369
2689	Rec	WN_ef	0.3333333333333333
2690	Syn	WN_ef	0.25906040268456376
2691	Rec	WN_ef	0.2761092150170649
2692	Rec	WN_ef	0.24314737181554336
2693	Syn	WN_ef	0.30212105535437145
2694	Syn	WN_ef	0.4202247191011236
2695	Syn	WN_ef	0.12668463611859834
2696	Rec	WN_ef	0.22760800842992626
2697	Rec	WN_ef	0.21233689205219453
2698	Rec	WN_ef	0.2554257095158597
2699	Rec	WN_ef	0.1111111111111111
2700	Syn	WN_ef	0.4145728643216081
2701	Rec	WN_ef	0.6064638783269962
2702	Rec	WN_ef	0.16695352839931152
2703	Syn	WN_ef	0.479933110367893
2704	Rec	WN_ef	0.3530434782608696
2705	Rec	WN_ef	0.4355263157894737
2706	Syn	WN_ef	0.2552166934189406
2707	Rec	WN_ef	0.32857142857142857
2708	Rec	WN_ef	0.6
2709	Syn	WN_ef	0.4010869565217392
2710	Rec	WN_ef	0.5690954773869347
2711	Rec	WN_ef	0.21021021021021025
2712	Syn	WN_ef	0.1950207468879668
2713	Rec	WN_ef	0.27800829875518673
2714	Rec	WN_ef	0.22004608294930875
2715	Rec	WN_ef	0.22214285714285714
2716	Rec	WN_ef	0.11923509561304838
2717	Rec	WN_ef	0.2258064516129032
2718	Syn	WN_ef	0.276863504356244
2719	Syn	WN_ef	0.05711318795430945
2720	Rec	WN_ef	0.3892773892773893
2721	Rec	WN_ef	0.2786885245901639
2722	Rec	WN_ef	0.7145242070116862
2723	Syn	WN_ef	0.4120111731843576
2724	Rec	WN_ef	0.19850187265917604
2725	Syn	WN_ef	0.3478260869565217
2726	Rec	WN_ef	0.4857142857142857
2727	Syn	WN_ef	0.37966101694915255
2728	Rec	WN_ef	0.41002949852507375
2729	Syn	WN_ef	0.29296066252587993
2730	Rec	WN_ef	0.23443708609271524
2731	Rec	WN_ef	0.22822993739328398
2732	Rec	WN_ef	0.20576131687242802
2733	Rec	WN_ef	0.4470018170805573
2734	Syn	WN_ef	0.2981072555205047
2735	Rec	WN_ef	0.7566324725857799
2736	Syn	WN_ef	0.3018341307814992
2737	Rec	WN_ef	0.1671794871794872
2738	Rec	WN_ef	0.1935007385524372
2739	Rec	WN_ef	0.5594781273983116
2740	Syn	WN_ef	0.12043795620437955
2741	Rec	WN_ef	0.3033605812897366
2742	Rec	WN_ef	0.5466970387243736
2743	Rec	WN_ef	0.1337025316455696
2744	Rec	WN_ef	0.16335540838852095
2745	Rec	WN_ef	0.3085460599334073
2746	Rec	WN_ef	0.19712070874861573
2747	Rec	WN_ef	0.5082417582417582
2748	Rec	WN_ef	0.2502744237102086
2749	Rec	WN_ef	0.2881679389312977
2750	Syn	WN_ef	0.5837966640190627
2751	Syn	WN_ef	0.16370967741935485
2752	Syn	WN_ef	0.4174653887113951
2753	Rec	WN_ef	0.14308681672025725
2754	Syn	WN_ef	0.07550335570469799
2755	Syn	WN_ef	0.1070389761489238
2756	Rec	WN_ef	0.100119189511323
2757	Rec	WN_ef	0.16056338028169015
2758	Rec	WN_ef	0.12971078001752848
2759	Rec	WN_ef	0.09885447602885024
2760	Rec	WN_ef	0.3827993254637437
2761	Syn	WN_ef	0.18270799347471453
2762	Rec	WN_ef	0.17068011714936546
2763	Rec	WN_ef	0.4871591629676601
2764	Rec	WN_ef	0.1358313817330211
2765	Rec	WN_ef	0.26881720430107525
2766	Rec	WN_ef	0.18566775244299674
2767	Rec	WN_ef	0.7457420924574208
2768	Rec	WN_ef	0.516872427983539
2769	Rec	WN_ef	0.3794531897265949
2770	Rec	WN_ef	0.6429341963322546
2771	Rec	WN_ef	0.2893347412882788
2772	Rec	WN_ef	0.2165087956698241
2773	Rec	WN_ef	0.16715542521994134
2774	Rec	WN_ef	0.22407407407407406
2775	Syn	WN_ef	0.054435483870967735
2776	Rec	WN_ef	0.09696969696969696
2777	Rec	WN_ef	0.12264763140817653
2778	Syn	WN_ef	0.20852764823451034
2779	Rec	WN_ef	0.3916990920881971
2780	Rec	WN_ef	0.21114130434782608
2781	Rec	WN_ef	0.22330654420206655
2782	Rec	WN_ef	0.1297709923664122
2783	Rec	WN_ef	0.16821663019693656
2784	Rec	WN_ef	0.2565789473684211
2785	Rec	WN_ef	0.5069124423963134
2786	Rec	WN_ef	0.4642201834862386
2787	Rec	WN_ef	0.7082767978290366
2788	Rec	WN_ef	0.6651473221552987
2789	Rec	WN_ef	0.6015083571137383
2790	Syn	WN_ef	0.08786610878661087
2791	Syn	WN_ef	0.1938259109311741
2792	Rec	WN_ef	0.1979746835443038
2793	Syn	WN_ef	0.18867120954003408
2794	Syn	WN_ef	0.20226591136287905
2795	Syn	WN_ef	0.4738317757009346
2796	Rec	WN_ef	0.21083788706739529
2797	Rec	WN_ef	0.3851590106007067
2798	Rec	WN_ef	0.2923832923832924
2799	Rec	WN_ef	0.4203084832904884
2800	Rec	WN_ef	0.14042553191489365
2801	Syn	WN_ef	0.25947187141216993
2802	Rec	WN_ef	0.44790652385589097
2803	Rec	WN_ef	0.1814404432132964
2804	Rec	WN_ef	0.17479674796747968
2805	Rec	WN_ef	0.6866791744840526
2806	Rec	WN_ef	0.1751497005988024
2807	Rec	WN_ef	0.17233009708737865
2808	Rec	WN_ef	0.18248175182481752
2809	Rec	WN_ef	0.12065439672801635
2810	Rec	WN_ef	0.10647181628392484
2811	Rec	WN_ef	0.6618357487922706
2812	Syn	WN_ef	0.4492091388400703
2813	Rec	WN_ef	0.6496940990724295
2814	Syn	WN_ef	0.184652278177458
2815	Rec	WN_ef	0.24886128364389234
2816	Rec	WN_ef	0.3079173166926677
2817	Rec	WN_ef	0.1916076845298281
2818	Rec	WN_ef	0.16917356768632752
2819	Rec	WN_ef	0.4555422647527911
2820	Rec	WN_ef	0.377929890064302
2821	Rec	WN_ef	0.373134328358209
2822	Rec	WN_ef	0.5915032679738562
2823	Rec	WN_ef	0.7372201098436841
2824	Rec	WN_ef	0.125
2825	Rec	WN_ef	0.15428571428571428
2826	Rec	WN_ef	0.17292746113989638
2827	Rec	WN_ef	0.12852969814995133
2828	Rec	WN_ef	0.6317157712305026
2829	Rec	WN_ef	0.20057581573896352
2830	Syn	WN_ef	0.15176413726437893
2831	Rec	WN_ef	0.2912405513561583
2832	Syn	WN_ef	0.4943977591036415
2833	Rec	WN_ef	0.5423242467718795
2834	Rec	WN_ef	0.2438340807174888
2835	Syn	WN_ef	0.5969634230503795
2836	Rec	WN_ef	0.4731098986749805
2837	Rec	WN_ef	0.19446579554189086
2838	Syn	WN_ef	0.24334600760456274
2839	Rec	WN_ef	0.4915966386554622
2840	Rec	WN_ef	0.24444444444444444
2841	Rec	WN_ef	0.1820388349514563
2842	Rec	WN_ef	0.3174263616916241
2843	Syn	WN_ef	0.2870893492362419
2844	Rec	WN_ef	0.5220700152207002
2845	Rec	WN_ef	0.4572072072072072
2846	Rec	WN_ef	0.5551537070524413
2847	Rec	WN_ef	0.18028534370946825
2848	Rec	WN_ef	0.16853932584269662
2849	Rec	WN_ef	0.11484593837535012
2850	Syn	WN_ef	0.07633098139833226
2851	Rec	WN_ef	0.3071741327046144
2852	Syn	WN_ef	0.2673634524612272
2853	Rec	WN_ef	0.1878907535373478
2854	Rec	WN_ef	0.4746559248069822
2855	Rec	WN_ef	0.2968920392584515
2856	Rec	WN_ef	0.7915291529152916
2857	Syn	WN_ef	0.4425287356321839
2858	Rec	WN_ef	0.2211354961832061
2859	Rec	WN_ef	0.16449660737208874
2860	Rec	WN_ef	0.21285496957403646
2861	Rec	WN_ef	0.6874651810584959
2862	Syn	WN_ef	0.5295893719806763
2863	Syn	WN_ef	0.21515151515151515
2864	Rec	WN_ef	0.4077631052420969
2865	Rec	WN_ef	0.5477574750830565
2866	Rec	WN_ef	0.13308223477715006
2867	Syn	WN_ef	0.11015251887228472
2868	Rec	WN_ef	0.9169942546114302
2869	Syn	WN_ef	0.09587063239965347
2870	Rec	WN_ef	0.376078914919852
2871	Rec	WN_ef	0.3533834586466165
2872	Rec	WN_ef	0.5748691099476441
2873	Rec	WN_ef	0.5631443298969072
2874	Rec	WN_ef	0.5833333333333334
2875	Rec	WN_ef	0.13333333333333333
2876	Rec	WN_ef	0.3393939393939394
2877	Rec	WN_ef	0.11518324607329845
2878	Rec	WN_ef	0.28313253012048195
2879	Rec	WN_ef	0.3164556962025317
2880	Rec	WN_ef	0.2138728323699422
2881	Rec	WN_ef	0.20930232558139536
2882	Rec	WN_ef	0.2916666666666667
2883	Rec	WN_ef	0.4845201238390093
2884	Rec	WN_ef	0.592948717948718
2885	Rec	WN_ef	0.2374429223744292
2886	Rec	WN_ef	0.5900900900900901
2887	Rec	WN_ef	0.19246861924686195
2888	Syn	WN_ef	0.35625
2889	Syn	WN_ef	0.1445900048520136
2890	Rec	WN_ef	0.1986644407345576
2891	Rec	WN_ef	0.11305732484076432
2892	Syn	WN_ef	0.21384615384615385
2893	Rec	WN_ef	0.5208333333333334
2894	Syn	WN_ef	0.10583941605839416
2895	Rec	WN_ef	0.3004385964912281
2896	Rec	WN_ef	0.5139664804469274
2897	Rec	WN_ef	0.2484662576687117
2898	Rec	WN_ef	0.8669201520912547
2899	Syn	WN_ef	0.6647286821705426
2900	Rec	WN_ef	0.18618421052631576
2901	Rec	WN_ef	0.313179347826087
2902	Rec	WN_ef	0.7012195121951219
2903	Rec	WN_ef	0.6929460580912863
2904	Rec	WN_ef	0.28736964078794897
2905	Syn	WN_ef	0.1997690531177829
2906	Rec	WN_ef	0.15897435897435894
2907	Syn	WN_ef	0.2699049316696375
2908	Rec	WN_ef	0.16449086161879894
2909	Rec	WN_ef	0.6817010309278351
2910	Rec	WN_ef	0.2857142857142857
2911	Syn	WN_ef	0.6711509715994021
2912	Rec	WN_ef	0.3098360655737705
2913	Rec	WN_ef	0.27794561933534745
2914	Rec	WN_ef	0.3895424836601307
2915	Syn	WN_ef	0.29498164014687883
2916	Syn	WN_ef	0.20970873786407768
2917	Rec	WN_ef	0.12834224598930485
2918	Rec	WN_ef	0.263681592039801
2919	Rec	WN_ef	0.2885572139303483
2920	Syn	WN_ef	0.3617511520737327
2921	Syn	WN_ef	0.6960507757404796
2922	Syn	WN_ef	0.1804707933740192
2923	Rec	WN_ef	0.4480385409497592
2924	Rec	WN_ef	0.7620904836193447
2925	Rec	WN_ef	0.5594059405940595
2926	Rec	WN_ef	0.3001988071570577
2927	Rec	WN_ef	0.6899832120872972
2928	Syn	WN_ef	0.5545755237045203
2929	Syn	WN_ef	0.5311374163664436
2930	Syn	WN_ef	0.4057084607543323
2931	Rec	WN_ef	0.17770767613038907
2932	Rec	WN_ef	0.10911136107986502
2933	Rec	WN_ef	0.2672456575682382
2934	Rec	WN_ef	0.4009642426677381
2935	Rec	WN_ef	0.3980967486122125
2936	Syn	WN_ef	0.3974867724867725
2937	Rec	WN_ef	0.575139146567718
2938	Rec	WN_ef	0.5338809034907598
2939	Rec	WN_ef	0.10700538876058506
2940	Syn	WN_ef	0.15675297410776767
2941	Rec	WN_ef	0.19804808378957392
2942	Rec	WN_ef	0.14460784313725492
2943	Rec	WN_ef	0.6449382716049382
2944	Syn	WN_ef	0.2276462058965684
2945	Rec	WN_ef	0.4661087866108787
2946	Syn	WN_ef	0.24480578139114725
2947	Rec	WN_ef	0.282560706401766
2948	Rec	WN_ef	0.11627906976744184
2949	Syn	WN_ef	0.4769874476987448
2950	Syn	WN_ef	0.16267942583732056
2951	Syn	WN_ef	0.28638941398865786
2952	Rec	WN_ef	0.5785472972972973
2953	Rec	WN_ef	0.19233550253073028
2954	Syn	WN_ef	0.1932956588749037
2955	Rec	WN_ef	0.2050314465408805
2956	Rec	WN_ef	0.16161616161616166
2957	Rec	WN_ef	0.17671517671517672
2958	Rec	WN_ef	0.6296296296296297
2959	Rec	WN_ef	0.484599589322382
2960	Rec	WN_ef	0.22608695652173916
2961	Syn	WN_ef	0.2274247491638796
2962	Rec	WN_ef	0.6223479490806223
2963	Rec	WN_ef	0.4198966408268734
2964	Syn	WN_ef	0.1942889137737962
2965	Syn	WN_ef	0.18395061728395065
2966	Rec	WN_ef	0.3380084151472651
2967	Rec	WN_ef	0.7448144104803494
2968	Rec	WN_ef	0.17653715579026782
2969	Syn	WN_ef	0.3417533432392273
2970	Rec	WN_ef	0.24776386404293385
2971	Rec	WN_ef	0.37220259128386335
2972	Rec	WN_ef	0.1254681647940075
2973	Rec	WN_ef	0.4748062015503876
2974	Rec	WN_ef	0.2487852283770651
2975	Rec	WN_ef	0.7552966101694916
2976	Syn	WN_ef	0.7096092925026399
2977	Rec	WN_ef	0.24968789013732834
2978	Rec	WN_ef	0.425531914893617
2979	Rec	WN_ef	0.09223300970873786
2980	Rec	WN_ef	0.12023809523809526
2981	Syn	WN_ef	0.16624472573839666
2982	Rec	WN_ef	0.2962962962962963
2983	Rec	WN_ef	0.21328344246959774
2984	Rec	WN_ef	0.4439295644114921
2985	Syn	WN_ef	0.5182815356489945
2986	Rec	WN_ef	0.3126934984520124
2987	Syn	WN_ef	0.2918622848200313
2988	Rec	WN_ef	0.14309076042518398
2989	Syn	WN_ef	0.1731651376146789
2990	Rec	WN_ef	0.26385542168674697
2991	Rec	WN_ef	0.1971286581998896
2992	Rec	WN_ef	0.3093681917211329
2993	Syn	WN_ef	0.4131736526946108
2994	Rec	WN_ef	0.16583416583416585
2995	Rec	WN_ef	0.22851153039832284
2996	Rec	WN_ef	0.13727959697732994
2997	Rec	WN_ef	0.37093839355341823
2998	Rec	WN_ef	0.18446601941747573
2999	Syn	WN_ef	0.4197247706422018
3000	Rec	WN_ef	0.35268505079825835
3001	Rec	WN_ef	0.12829736211031176
3002	Rec	WN_ef	0.10597519729425027
3003	Syn	WN_ef	0.14405594405594405
3004	Rec	WN_ef	0.2196029776674938
3005	Rec	WN_ef	0.27473668595163925
3006	Syn	WN_ef	0.4942977659740666
3007	Rec	WN_ef	0.22218769422001244
