	ID	Edit_type	Effect	WN_ef	WNN_ef	WN_dp	WNN_dp
5520	Dpe01:150156849	Ubiq-Med	3'	0.08411214953271028	0.16455696202531644	107	79
5521	Dpe01:150156854	Neural	3'	0.12781954887218044	0.043478260869565216	133	92
5523	Dpe01:150157029	Neural	Rec	0.6348633316142341	0.017241379310344827	1939	1682
5532	Dpe01:153281286	Ubiq-Low	3'	0.041916167664670656	0.012903225806451613	501	155
5534	Dpe01:153281302	Neural	3'	0.14516129032258066	0.04964539007092199	434	141
5536	Dpe01:153281304	Ubiq-Low	3'	0.03890160183066362	0.013986013986013986	437	143
5537	Dpe01:153281314	Neural	3'	0.13278008298755187	0.04166666666666666	241	96
5538	Dpe01:153281350	Neural	3'	0.05882352941176471	0.03614457831325301	204	83
5539	Dpe01:153281351	Neural	3'	0.145	0.06976744186046513	200	86
5541	Dpe01:153281369	Neural	3'	0.1445945945945946	0.03167420814479638	740	221
5542	Dpe01:153281372	Ubiq-Low	3'	0.044155844155844164	0.02666666666666667	770	225
5545	Dpe01:153281443	Ubiq-Low	3'	0.011380880121396054	0.010282776349614395	1318	389
5546	Dpe01:153281460	Ubiq-Low	3'	0.02482876712328767	0.011299435028248588	1168	354
5547	Dpe01:153281461	Ubiq-Low	3'	0.02016806722689076	0.011019283746556474	1190	363
5548	Dpe01:153281469	Ubiq-High	3'	0.6666666666666666	0.4654255319148936	1152	376
5549	Dpe01:153281489	Ubiq-Med	3'	0.09743252139565503	0.1095617529880478	1519	502
5551	Dpe01:153281511	Ubiq-Low	3'	0.03985828166519043	0.020527859237536656	2258	682
5552	Dpe01:153281515	Neural	3'	0.17893217893217894	0.1088757396449704	2772	845
5555	Dpe01:153281530	Ubiq-Low	3'	0.03670811130846655	0.017241379310344827	3378	986
5566	Dpe01:153281688	Neural	3'	0.05691934178581062	0.012987012987012988	3707	1001
5590	Dpe01:154487929	Neural	3'	0.2	0.04444444444444445	65	45
5592	Dpe01:154487950	Neural	3'	0.7272727272727273	0.04166666666666666	66	48
5594	Dpe01:154488059	Neural	3'	0.14285714285714285	0.030612244897959183	133	98
5596	Dpe01:154488088	Neural	3'	0.4214876033057851	0.019230769230769232	121	104
5598	Dpe01:154488102	Neural	3'	0.08800000000000001	0.020618556701030927	125	97
5624	Dpe01:154490356	Neural	3'	0.2641069485465568	0.027191166321601103	6433	7245
5721	Dpe01:154574807	Neural	3'	0.2945205479452055	0.02127659574468085	146	141
5724	Dpe01:154574892	Ubiq-Low	3'	0.03535353535353535	0.01212121212121212	198	165
5725	Dpe01:154575297	Ubiq-Med	3'	0.13186813186813187	0.09278350515463918	91	97
5726	Dpe01:154575303	Neural	3'	0.3406593406593407	0.13861386138613865	91	101
5727	Dpe01:154575305	Neural	3'	0.4787234042553192	0.24489795918367346	94	98
5728	Dpe01:154575309	Neural	3'	0.11827956989247312	0.0196078431372549	93	102
5730	Dpe01:154575323	Neural	3'	0.0625	0.03937007874015748	128	127
5742	Dpe01:154963555	Neural	Intron	0.36666666666666653	0.02631578947368421	60	38
5799	Dpe01:155014431	Ubiq-Med	Intron	0.18181818181818185	0.2727272727272727	11	11
5800	Dpe01:155014438	Ubiq-High	Intron	0.6923076923076923	0.4545454545454545	13	11
5804	Dpe01:155075942	Neural	Rec	0.24563758389261744	0.010121457489878544	745	494
5805	Dpe01:155090001	Neural	Rec	0.8240418118466899	0.0967032967032967	574	455
5810	Dpe01:155205714	Neural	3'	0.06912442396313365	0.04031209362808843	217	769
5811	Dpe01:155205715	Ubiq-Med	3'	0.2629107981220657	0.21705426356589147	213	774
5814	Dpe01:155205827	Neural	3'	0.5543478260869565	0.15933098591549294	276	1136
5815	Dpe01:155205840	Ubiq-Med	3'	0.4207317073170732	0.4087102177554439	328	1194
5818	Dpe01:155206069	Ubiq-Med	3'	0.13390928725701945	0.19756254008980115	463	1559
5821	Dpe01:155206254	Ubiq-Low	3'	0.018518518518518517	0.017857142857142856	216	672
5882	Dpe02:8277296	Neural	Rec	0.8974862529457973	0.18181818181818185	2546	11
5905	Dpe02:8288233	Ubiq-Med	Rec	0.11008013496415013	0.09090909090909093	2371	11
5918	Dpe02:8288543	Neural	Rec	0.2436722436722437	0.0625	2331	16
5919	Dpe02:8288547	Neural	Rec	0.1592384249242752	0.05882352941176471	2311	17
5928	Dpe02:8288760	Ubiq-Med	Rec	0.03551136363636364	0.07142857142857142	2112	14
5940	Dpe02:14781978	Neural	Rec	0.875	0.3333333333333333	640	12
5944	Dpe02:14823349	Neural	Rec	0.19699812382739207	0.1	533	10
5945	Dpe02:14823478	Neural	Rec	0.4371584699453552	0.09523809523809523	732	21
5955	Dpe02:21138500	Neural	Rec	0.1411764705882353	0.0125	85	80
5957	Dpe02:21214670	Neural	Rec	0.21428571428571427	0.05172413793103448	28	116
5960	Dpe02:21215655	Neural	Rec	0.3727272727272728	0.022222222222222227	110	315
5962	Dpe02:21233838	Neural	Syn	0.11141304347826086	0.016260162601626018	368	123
5964	Dpe02:21238578	Neural	Rec	0.3333333333333333	0.035211267605633804	378	142
5965	Dpe02:21238581	Neural	Rec	0.7041884816753927	0.013513513513513514	382	148
5970	Dpe02:21243391	Neural	Syn	0.09385113268608414	0.01680672268907563	309	119
5993	Dpe02:21293250	Neural	Syn	0.2481089258698941	0.027131782945736437	661	1032
5998	Dpe02:21393589	Neural	Syn	0.25164473684210525	0.031307550644567216	608	543
6000	Dpe02:21393630	Neural	Rec	0.4385245901639344	0.0155902004454343	488	449
6008	Dpe02:21899923	Neural	Intron	0.0547945205479452	0.023622047244094488	73	127
6015	Dpe02:21908116	Neural	Rec	0.5349206349206349	0.015186028853454818	630	1317
6022	Dpe02:23421662	Ubiq-Low	Rec	0.019769357495881386	0.01098901098901099	607	637
6032	Dpe02:23421862	Neural	Rec	0.17565485362095531	0.0973724884080371	649	647
6036	Dpe02:23421950	Ubiq-Med	Rec	0.22732769044740025	0.3565217391304348	827	805
6053	Dpe02:23422849	Neural	Rec	0.8606158833063209	0.04767309875141884	617	881
6071	Dpe02:23742150	Ubiq-High	3'	0.7878787878787878	0.9662921348314608	66	89
6072	Dpe02:23742153	Neural	3'	0.10606060606060606	0.03225806451612903	66	93
6073	Dpe02:23742155	Ubiq-Med	3'	0.4696969696969697	0.31521739130434784	66	92
6074	Dpe02:23742183	Neural	3'	0.09782608695652174	0.017543859649122806	92	114
6075	Dpe02:23742189	Ubiq-Med	3'	0.045454545454545456	0.08035714285714286	88	112
6076	Dpe02:23742197	Ubiq-Med	3'	0.22666666666666666	0.35106382978723405	75	94
6077	Dpe02:23742198	Ubiq-Med	3'	0.15584415584415584	0.2553191489361702	77	94
6078	Dpe02:23742199	Ubiq-Med	3'	0.3684210526315789	0.3191489361702128	76	94
6079	Dpe02:23742227	Neural	3'	0.12048192771084335	0.02564102564102564	83	78
6080	Dpe02:23742228	Neural	3'	0.13414634146341464	0.025	82	80
6096	Dpe02:24041650	Neural	Rec	0.5935357492654261	0.01596351197263398	1021	2631
6101	Dpe02:24041936	Neural	Rec	0.6462035541195477	0.027860696517412936	1238	3015
6109	Dpe02:24043402	Neural	3'	0.6758720930232558	0.047592067988668565	688	1765
6124	Dpe02:24101334	Neural	Intron	0.3333333333333333	0.014285714285714284	66	70
6131	Dpe02:24135395	Neural	3'	0.15789473684210525	0.02564102564102564	57	78
6132	Dpe02:24135401	Ubiq-Med	3'	0.06896551724137931	0.2222222222222222	58	81
6133	Dpe02:24135403	Ubiq-Med	3'	0.03389830508474576	0.10714285714285714	59	84
6134	Dpe02:24135412	Neural	3'	0.20634920634920634	0.045454545454545456	63	88
6136	Dpe02:24135428	Neural	3'	0.4516129032258064	0.010869565217391304	62	92
6137	Dpe02:24135515	Neural	3'	0.8823529411764706	0.1868131868131868	68	91
6138	Dpe02:24135526	Neural	3'	0.39130434782608703	0.1125	69	80
6139	Dpe02:24135535	Neural	3'	0.19444444444444445	0.011627906976744186	72	86
6140	Dpe02:24135542	Ubiq-Med	3'	0.08860759493670886	0.1176470588235294	79	85
6141	Dpe02:24135683	Ubiq-Med	3'	0.1016949152542373	0.0925925925925926	59	54
6142	Dpe02:24135688	Ubiq-Med	3'	0.26666666666666666	0.2777777777777778	60	54
6143	Dpe02:24135693	Ubiq-Med	3'	0.08771929824561403	0.15384615384615385	57	52
6144	Dpe02:24135700	Neural	3'	0.14035087719298245	0.037037037037037035	57	54
6145	Dpe02:24135752	Ubiq-Med	3'	0.015151515151515154	0.17647058823529413	66	68
6147	Dpe02:24135762	Ubiq-Med	3'	0.18181818181818185	0.1780821917808219	66	73
6148	Dpe02:24135770	Neural	3'	0.4166666666666667	0.12195121951219512	72	82
6149	Dpe02:24135782	Neural	3'	0.14084507042253522	0.03947368421052632	71	76
6150	Dpe02:24135788	Neural	3'	0.13333333333333333	0.061728395061728385	75	81
6151	Dpe02:24135868	Neural	3'	0.2619047619047619	0.14814814814814814	42	27
6152	Dpe02:24135939	Ubiq-Med	3'	0.29310344827586204	0.22641509433962265	58	53
6153	Dpe02:24135944	Ubiq-Med	3'	0.17543859649122806	0.4339622641509434	57	53
6154	Dpe02:24135954	Neural	3'	0.24615384615384614	0.07462686567164177	65	67
6155	Dpe02:24135957	Neural	3'	0.3333333333333333	0.07246376811594203	72	69
6156	Dpe02:24135958	Neural	3'	0.2702702702702703	0.08333333333333333	74	72
6163	Dpe02:24136994	Neural	3'	0.19545454545454544	0.014814814814814815	220	135
6165	Dpe02:24137038	Neural	3'	0.4727272727272727	0.013888888888888888	110	72
6169	Dpe02:24316447	Ubiq-Low	Rec	0.02564102564102564	0.049875311720698264	39	802
6172	Dpe02:24317351	Ubiq-Med	Rec	0.3883792048929664	0.3208516886930984	327	4086
6173	Dpe02:24317368	Ubiq-Low	Rec	0.04792332268370607	0.039889613647767184	313	3986
6176	Dpe02:24317498	Ubiq-Low	Syn	0.013333333333333334	0.018061926605504583	225	3488
6213	Dpe02:24623164	Neural	3'	0.2510578279266573	0.010586319218241042	1418	1228
6215	Dpe02:24623170	Ubiq-Med	3'	0.019938650306748462	0.06978798586572438	1304	1132
6218	Dpe02:24623184	Ubiq-High	3'	0.7935299714557564	0.6762589928057554	1051	973
6220	Dpe02:24623206	Ubiq-Low	3'	0.013142174432497012	0.018433179723502304	837	868
6222	Dpe02:24623225	Ubiq-Low	3'	0.018083182640144663	0.02133712660028449	553	703
6223	Dpe02:24623226	Ubiq-Med	3'	0.08226691042047532	0.07780979827089338	547	694
6224	Dpe02:24623251	Ubiq-Low	3'	0.033057851239669415	0.016632016632016633	363	481
6225	Dpe02:24623252	Ubiq-Low	3'	0.015625	0.018036072144288574	384	499
6226	Dpe02:24623255	Ubiq-Med	3'	0.08577405857740586	0.11611785095320624	478	577
6227	Dpe02:24623261	Neural	3'	0.5244897959183673	0.3385964912280702	490	570
6228	Dpe02:24623262	Ubiq-Med	3'	0.5523613963039015	0.4697754749568221	487	579
6229	Dpe02:24623264	Neural	3'	0.071875	0.03759398496240601	640	665
6231	Dpe02:24623276	Neural	3'	0.13428571428571429	0.025274725274725275	1050	910
6244	Dpe02:24623423	Ubiq-Low	3'	0.03757225433526012	0.018823529411764704	346	425
6245	Dpe02:24623424	Neural	3'	0.06017191977077364	0.011990407673860913	349	417
6246	Dpe02:24623428	Ubiq-Med	3'	0.3110236220472441	0.3379501385041551	254	361
6247	Dpe02:24623431	Ubiq-Med	3'	0.2474747474747475	0.2	198	290
6248	Dpe02:24623432	Neural	3'	0.13705583756345174	0.06484641638225255	197	293
6249	Dpe02:24623433	Ubiq-Med	3'	0.14646464646464644	0.2692307692307692	198	286
6250	Dpe02:24623434	Ubiq-Med	3'	0.2358974358974359	0.19377162629757785	195	289
6251	Dpe02:24623435	Ubiq-Med	3'	0.5025906735751295	0.6183745583038869	193	283
6252	Dpe02:24623445	Ubiq-Med	3'	0.29936305732484075	0.2832618025751073	157	233
6253	Dpe02:24623508	Neural	3'	0.375	0.2	56	100
6254	Dpe02:24623512	Neural	3'	0.2058823529411765	0.05555555555555555	68	108
6255	Dpe02:24623513	Neural	3'	0.42857142857142855	0.16666666666666666	70	108
6256	Dpe02:24623514	Ubiq-Med	3'	0.2318840579710145	0.19444444444444445	69	108
6258	Dpe02:24623528	Ubiq-Low	3'	0.013440860215053764	0.030508474576271188	372	295
6290	Dpe02:24843595	Ubiq-Med	Intron	0.281767955801105	0.21	181	1100
6291	Dpe02:24843599	Ubiq-Med	Intron	0.12578616352201258	0.11789038262668045	159	967
6292	Dpe02:24843600	Ubiq-Med	Intron	0.031446540880503145	0.07781282860147214	159	951
6294	Dpe02:24843608	Ubiq-Med	Intron	0.5702479338842975	0.5791788856304986	121	682
6295	Dpe02:24843613	Ubiq-High	Intron	0.6666666666666666	0.7120418848167539	102	573
6296	Dpe02:24843616	Ubiq-Low	Intron	0.019417475728155338	0.012173913043478259	103	575
6297	Dpe02:24843620	Ubiq-Med	Intron	0.16	0.2145454545454545	100	550
6299	Dpe02:24843931	Ubiq-Low	Intron	0.014814814814814815	0.03055229142185664	135	851
6300	Dpe02:24843933	Ubiq-High	Intron	0.6931818181818182	0.7601957585644372	88	613
6301	Dpe02:24843934	Ubiq-High	Intron	0.8863636363636364	0.9235880398671096	88	602
6302	Dpe02:24843943	Neural	Intron	0.18604651162790695	0.12041884816753927	86	573
6303	Dpe02:24843944	Ubiq-Low	Intron	0.010638297872340424	0.031545741324921134	94	634
6304	Dpe02:24843951	Ubiq-Med	Intron	0.5588235294117647	0.5121527777777778	68	576
6305	Dpe02:24843952	Ubiq-Med	Intron	0.21739130434782608	0.2714776632302405	69	582
6306	Dpe02:24843958	Ubiq-Med	Intron	0.011904761904761904	0.050381679389312976	84	655
6307	Dpe02:24843960	Ubiq-Low	Intron	0.02531645569620253	0.019667170953101363	79	661
6308	Dpe02:24843995	Ubiq-Low	Intron	0.016483516483516484	0.017034700315457414	182	1585
6309	Dpe02:24843996	Ubiq-Med	Intron	0.18716577540106952	0.2509457755359395	187	1586
6310	Dpe02:24844003	Ubiq-Med	Intron	0.22815533980582525	0.23909348441926345	206	1765
6311	Dpe02:24844008	Neural	Intron	0.12962962962962962	0.0855039637599094	216	1766
6313	Dpe02:24844020	Ubiq-Med	Intron	0.12875536480686695	0.10821309655937847	233	1802
6314	Dpe02:24844032	Ubiq-Med	Intron	0.17025862068965514	0.18892940006629105	464	3017
6316	Dpe02:24844041	Ubiq-Med	Intron	0.08644400785854618	0.0704445835942392	509	3194
6318	Dpe02:24844418	Ubiq-Low	Intron	0.013157894736842105	0.01932668329177057	532	3208
6322	Dpe02:24845845	Ubiq-Med	Intron	0.3043478260869565	0.3081180811808118	92	542
6323	Dpe02:24845846	Ubiq-Med	Intron	0.06451612903225806	0.05330882352941176	93	544
6324	Dpe02:24845853	Neural	Intron	0.3333333333333333	0.17983651226158034	63	367
6325	Dpe02:24845857	Ubiq-Med	Intron	0.14285714285714285	0.21787709497206706	28	179
6353	Dpe02:24931879	Ubiq-Med	3'	0.04651162790697674	0.1346153846153846	43	52
6354	Dpe02:24931884	Neural	3'	0.20454545454545456	0.02127659574468085	44	47
6357	Dpe02:24938607	Ubiq-Low	3'	0.045	0.019434628975265017	200	566
6359	Dpe02:24938663	Ubiq-Med	3'	0.40963855421686746	0.29535864978902954	83	237
6360	Dpe02:24938678	Ubiq-High	3'	1.0	0.9813084112149532	32	107
6361	Dpe02:24938772	Ubiq-Med	3'	0.021739130434782608	0.11458333333333333	46	192
6362	Dpe02:24938778	Neural	3'	0.1851851851851852	0.1111111111111111	54	225
6363	Dpe02:24938779	Neural	3'	0.14545454545454545	0.05381165919282512	55	223
6364	Dpe02:24938780	Neural	3'	0.12727272727272726	0.05286343612334802	55	227
6365	Dpe02:24938785	Neural	3'	0.07246376811594203	0.04562737642585552	69	263
6366	Dpe02:24938786	Ubiq-Low	3'	0.042857142857142864	0.037313432835820885	70	268
6367	Dpe02:24938787	Neural	3'	0.05797101449275361	0.021897810218978103	69	274
6368	Dpe02:24938790	Ubiq-Low	3'	0.0410958904109589	0.010948905109489052	73	274
6370	Dpe02:24947013	Neural	Rec	0.08771929824561403	0.05590062111801242	171	483
6436	Dpe02:25071230	Ubiq-Low	3'	0.0390625	0.010746497793129918	3456	5211
6437	Dpe02:25071238	Neural	3'	0.22788517867603986	0.01681472081218274	1707	3152
6438	Dpe02:25071239	Neural	3'	0.4107565011820331	0.05878594249201277	1692	3130
6439	Dpe02:25071240	Ubiq-Low	3'	0.02366863905325444	0.015054452274183215	1690	3122
6440	Dpe02:25071246	Ubiq-Low	3'	0.037723785166240406	0.04227353463587922	1564	2815
6441	Dpe02:25071249	Ubiq-Low	3'	0.028273809523809524	0.034714003944773184	1344	2535
6442	Dpe02:25071251	Ubiq-High	3'	0.9544658493870404	0.973474801061008	1142	2262
6443	Dpe02:25071256	Ubiq-Med	3'	0.33539094650205764	0.30721966205837176	972	1953
6444	Dpe02:25071301	Ubiq-Low	3'	0.045454545454545456	0.035225048923679066	264	511
6445	Dpe02:25071307	Ubiq-Med	3'	0.09467455621301776	0.12459016393442625	338	610
6446	Dpe02:25071308	Ubiq-Med	3'	0.4633431085043988	0.8213689482470785	341	599
6449	Dpe02:25071325	Ubiq-Med	3'	0.03735144312393888	0.06924460431654676	589	1112
6451	Dpe02:25071327	Neural	3'	0.6178451178451179	0.06696035242290749	594	1135
6455	Dpe02:25071385	Neural	3'	0.24293286219081275	0.04153940134392181	1132	1637
6456	Dpe02:25071386	Neural	3'	0.08963093145869948	0.016877637130801686	1138	1659
6459	Dpe02:25071399	Ubiq-Med	3'	0.042071197411003236	0.0773966578715919	927	1137
6460	Dpe02:25071400	Ubiq-Med	3'	0.12381951731374605	0.3809106830122592	953	1142
6461	Dpe02:25071403	Ubiq-Med	3'	0.5457788347205708	0.7446601941747573	841	1030
6462	Dpe02:25071404	Ubiq-Med	3'	0.04137115839243498	0.10969637610186092	846	1021
6463	Dpe02:25071405	Ubiq-Med	3'	0.1063321385902031	0.09295499021526417	837	1022
6464	Dpe02:25071406	Ubiq-Med	3'	0.14028776978417265	0.14043824701195218	834	1004
6465	Dpe02:25071463	Neural	3'	0.254606365159129	0.15872156013001085	1791	3692
6466	Dpe02:25071465	Neural	3'	0.17002118644067796	0.11134127395132057	1888	3862
6467	Dpe02:25071466	Neural	3'	0.1095890410958904	0.0395010395010395	1898	3848
6468	Dpe02:25071467	Ubiq-Med	3'	0.11212582445459156	0.12544258978249873	1971	3954
6469	Dpe02:25071471	Ubiq-High	3'	0.7730438344940598	0.4191063174114021	2441	4543
6511	Dpe02:32874186	Neural	3'	0.08292682926829269	0.012021857923497269	615	915
6513	Dpe02:32874196	Ubiq-Med	3'	0.30416666666666664	0.380050505050505	480	792
6515	Dpe02:32874203	Ubiq-High	3'	0.7932584269662921	0.5965346534653465	445	808
6516	Dpe02:32874209	Neural	3'	0.09392265193370164	0.028508771929824563	543	912
6517	Dpe02:32874210	Neural	3'	0.3626373626373626	0.045901639344262286	546	915
6518	Dpe02:32874211	Ubiq-Low	3'	0.039783001808318265	0.019672131147540985	553	915
6527	Dpe02:32874620	Neural	3'	0.6946676406135865	0.12415349887133185	1369	1329
6529	Dpe02:32874645	Ubiq-Med	3'	0.16330785267546907	0.14533622559652928	1439	1383
6530	Dpe02:32874647	Neural	3'	0.07177700348432056	0.02834302325581395	1435	1376
6566	Dpe02:33202047	Neural	3'	0.2	0.02112676056338028	100	284
6567	Dpe02:33202075	Ubiq-Med	3'	0.09473684210526316	0.1225296442687747	95	253
6604	Dpe02:33226231	Ubiq-Med	5'	0.050831792975970416	0.04122497055359246	1082	849
6608	Dpe02:33248035	Neural	3'	0.4722222222222222	0.025	36	40
6609	Dpe02:33248037	Neural	3'	0.6666666666666666	0.21052631578947367	36	38
6610	Dpe02:33248045	Neural	SJ	0.1935483870967742	0.1282051282051282	31	39
6613	Dpe02:33250152	Neural	Intron	0.07731958762886597	0.030769230769230767	194	195
6614	Dpe02:33250719	Neural	Intron	0.11801242236024845	0.06435643564356436	161	202
6615	Dpe02:33250728	Neural	Intron	0.25555555555555554	0.0960698689956332	180	229
6616	Dpe02:33250743	Ubiq-Low	Intron	0.021739130434782608	0.03793103448275862	230	290
6617	Dpe02:33250754	Neural	Intron	0.11158798283261803	0.010101010101010102	233	297
6621	Dpe02:33251086	Ubiq-Med	Intron	0.1958762886597938	0.4248704663212435	194	193
6622	Dpe02:33251088	Ubiq-Med	Intron	0.3701657458563536	0.5425531914893617	181	188
6623	Dpe02:33251089	Neural	Intron	0.651685393258427	0.3478260869565217	178	184
6624	Dpe02:33251090	Neural	Intron	0.5	0.19047619047619047	182	189
6625	Dpe02:33251095	Ubiq-Low	Intron	0.02631578947368421	0.02991452991452992	228	234
6626	Dpe02:33251101	Ubiq-Med	Intron	0.04608294930875576	0.05286343612334802	217	227
6627	Dpe02:33251103	Ubiq-Med	Intron	0.5045871559633027	0.6035242290748899	218	227
6643	Dpe02:34395063	Neural	Rec	0.6	0.02127659574468085	55	47
6657	Dpe02:34577175	Ubiq-Low	Syn	0.014686248331108143	0.014900662251655629	1498	1812
6678	Dpe02:34668560	Neural	3'	0.687089715536105	0.2	457	595
6681	Dpe02:34668805	Neural	3'	0.3494623655913979	0.025974025974025976	186	231
6683	Dpe02:34668911	Neural	3'	0.6206896551724138	0.015625	29	64
6686	Dpe02:34669216	Neural	3'	0.2529182879377432	0.011661807580174929	257	343
6724	Dpe02:34855030	Neural	Syn	0.606418918918919	0.017391304347826087	592	345
6742	Dpe02:34866848	Neural	Syn	0.5402439024390244	0.013409961685823757	820	522
6756	Dpe02:34883473	Neural	Rec	0.35597826086956524	0.011627906976744186	736	430
6784	Dpe02:34897680	Neural	Rec	0.2936378466557912	0.013297872340425532	613	376
6804	Dpe02:34926105	Neural	Syn	0.6224137931034482	0.04195804195804196	580	429
6841	Dpe02:35117422	Ubiq-Med	3'	0.19696969696969696	0.3157894736842105	66	76
6842	Dpe02:35117423	Neural	3'	0.21212121212121213	0.12	66	75
6843	Dpe02:35117433	Ubiq-Med	3'	0.2909090909090909	0.5526315789473685	55	76
6844	Dpe02:35117436	Ubiq-High	3'	0.7321428571428571	0.5263157894736842	56	76
6845	Dpe02:35117441	Neural	3'	0.056338028169014086	0.034883720930232565	71	86
6846	Dpe02:35117446	Neural	3'	0.5084745762711864	0.2839506172839506	59	81
6847	Dpe02:35117450	Neural	3'	0.13559322033898305	0.02531645569620253	59	79
6848	Dpe02:35117451	Neural	3'	0.15	0.075	60	80
6849	Dpe02:35117455	Ubiq-Med	3'	0.13636363636363635	0.13924050632911392	66	79
6850	Dpe02:35117527	Ubiq-Med	3'	0.4583333333333333	0.3636363636363637	72	66
6851	Dpe02:35117536	Ubiq-Med	3'	0.3809523809523809	0.2777777777777778	42	54
6852	Dpe02:35117540	Ubiq-Med	3'	0.24390243902439024	0.6190476190476191	41	42
6878	Dpe02:35264711	Neural	Intron	0.4509803921568628	0.25	51	36
6879	Dpe02:35264720	Neural	Intron	0.18181818181818185	0.060606060606060615	44	33
6880	Dpe02:35264725	Neural	Intron	0.2857142857142857	0.15625	35	32
6881	Dpe02:35264852	Ubiq-Med	Intron	0.1875	0.2727272727272727	32	22
6882	Dpe02:35264861	Ubiq-High	Intron	0.8823529411764706	0.875	34	24
6883	Dpe02:35264896	Ubiq-High	Intron	0.6363636363636364	0.44	33	25
6884	Dpe02:35264902	Ubiq-Med	Intron	0.1875	0.16666666666666666	32	24
6885	Dpe02:35264908	Neural	Intron	0.5945945945945946	0.2857142857142857	37	21
6886	Dpe02:35269061	Neural	Intron	0.22857142857142854	0.09523809523809523	35	42
6887	Dpe02:35269077	Ubiq-Med	Intron	0.5476190476190477	0.4146341463414634	42	41
6888	Dpe02:35269082	Neural	Intron	0.13333333333333333	0.04651162790697674	45	43
6889	Dpe02:35269084	Neural	Intron	0.2553191489361702	0.06976744186046513	47	43
6890	Dpe02:35269101	Ubiq-Med	Intron	0.1176470588235294	0.14545454545454545	51	55
6921	Dpe02:35289859	Ubiq-Low	3'	0.01829924650161464	0.010452961672473868	929	861
6923	Dpe02:35289892	Ubiq-High	3'	0.8133971291866029	0.6903460837887068	418	549
6924	Dpe02:35289893	Ubiq-Med	3'	0.4082125603864734	0.3382352941176471	414	544
6925	Dpe02:35289894	Ubiq-Med	3'	0.3251833740831296	0.2952029520295203	409	542
6926	Dpe02:35289899	Neural	3'	0.13012048192771086	0.012522361359570662	415	559
6927	Dpe02:35289903	Neural	3'	0.4148351648351649	0.24660194174757286	364	515
6928	Dpe02:35289920	Ubiq-Med	3'	0.2857142857142857	0.21875	56	128
6929	Dpe02:35289921	Ubiq-Med	3'	0.2	0.13709677419354838	55	124
6930	Dpe02:35289922	Ubiq-Med	3'	0.4545454545454545	0.4108527131782946	55	129
6931	Dpe02:35289923	Ubiq-Med	3'	0.42857142857142855	0.390625	56	128
6932	Dpe02:35289953	Ubiq-Med	3'	0.053435114503816786	0.04198473282442748	262	262
6933	Dpe02:35289961	Ubiq-Low	3'	0.03448275862068965	0.04	232	225
6935	Dpe02:35290003	Neural	3'	0.07692307692307693	0.027906976744186046	260	215
6936	Dpe02:35290362	Ubiq-Low	3'	0.04721030042918455	0.02911208151382824	932	687
6937	Dpe02:35290363	Neural	3'	0.05172413793103448	0.024853801169590642	928	684
6939	Dpe02:35290445	Ubiq-High	3'	0.9947368421052633	0.9927007299270072	380	548
6940	Dpe02:35290448	Neural	3'	0.17233009708737865	0.1094017094017094	412	585
6941	Dpe02:35290452	Neural	3'	0.1297539149888143	0.013996889580093312	447	643
6942	Dpe02:35290453	Neural	3'	0.1651376146788991	0.012903225806451613	436	620
6943	Dpe02:35290454	Ubiq-Med	3'	0.11790393013100435	0.1492063492063492	458	630
6944	Dpe02:35290459	Ubiq-High	3'	0.9380863039399624	0.8878205128205128	533	624
6945	Dpe02:35290460	Neural	3'	0.1706827309236948	0.03763440860215054	498	558
6947	Dpe02:35290485	Ubiq-Low	3'	0.03581661891117478	0.04475043029259897	698	581
6948	Dpe02:35290509	Ubiq-Low	3'	0.013605442176870748	0.010204081632653059	735	588
7041	Dpe02:35677040	Neural	Rec	0.5325842696629214	0.014492753623188406	445	276
7042	Dpe02:35677094	Neural	Rec	0.5377906976744186	0.02155172413793104	344	232
7067	Dpe02:37489888	Neural	Rec	0.11523327712197864	0.014178482068390326	1779	1199
7085	Dpe02:37960931	Neural	Rec	0.1661807580174927	0.015706806282722512	686	764
7086	Dpe02:37960982	Neural	Rec	0.582901554404145	0.0208105147864184	772	913
7305	Dpe02:38325246	Neural	3'	0.10126582278481013	0.019189765458422176	553	469
7306	Dpe02:38325247	Neural	3'	0.1420345489443378	0.04824561403508772	521	456
7329	Dpe02:40090731	Ubiq-Med	Intron	0.2519685039370079	0.2681058495821727	1905	4308
7330	Dpe02:40127678	Ubiq-Med	Syn	0.11870503597122302	0.16463414634146342	278	492
7331	Dpe02:40131280	Ubiq-Low	Syn	0.012605042016806723	0.020512820512820516	238	390
7332	Dpe02:43604136	Neural	Rec	0.6588235294117647	0.014285714285714284	85	70
7348	Dpe02:44244826	Ubiq-Med	Rec	0.07142857142857142	0.05555555555555555	84	72
7352	Dpe02:45769325	Neural	5'	0.06293706293706294	0.013513513513513514	286	148
7357	Dpe02:45769465	Neural	5'	0.5123674911660777	0.025974025974025976	283	154
7358	Dpe02:45769466	Ubiq-Low	5'	0.038461538461538464	0.012578616352201259	286	159
7360	Dpe02:45769468	Neural	5'	0.5381944444444444	0.03947368421052632	288	152
7361	Dpe02:45769470	Neural	5'	0.1384083044982699	0.01324503311258278	289	151
7363	Dpe02:45783957	Neural	Rec	0.6333333333333333	0.018518518518518517	30	54
7366	Dpe02:45895597	Neural	Rec	0.25	0.010101010101010102	48	99
